46460091.980,92432890.430,138892982.410,2451822.000,1082163.000,48346.460
46459738.340,92433963.610,138893701.950,2451653.000,289468.000,1356.290
46459709.600,92433520.720,138893230.320,2452682.000,793786.000,17841.920
46460119.210,92436235.540,138896354.750,2452682.000,193750.000,47677.140
46460973.530,92436174.460,138897147.990,2452688.000,1047081.000,73121.880
46460185.840,92433549.680,138893735.520,2451598.000,722383.000,11946.880
46460354.700,92436288.890,138896643.590,2451521.000,925501.000,44907.200
46460459.510,92435082.100,138895541.610,2451628.000,1150235.000,26449.720
46460533.970,92434035.370,138894569.340,2452165.000,492488.000,82803.160
46460379.460,92433428.440,138893807.900,2452319.000,1182421.000,53096.160
46460135.830,92436168.590,138896304.420,2452065.000,178772.000,27872.820
46459983.680,92433398.640,138893382.320,2452575.000,727030.000,28953.360
46460072.920,92436373.030,138896445.950,2451378.000,201438.000,20680.600
46460504.810,92434101.820,138894606.630,2451329.000,1351118.000,35499.650
46460363.360,92436204.750,138896568.110,2451014.000,130689.000,18752.240
46460155.890,92434442.160,138894598.050,2450926.000,541501.000,17270.190
46460005.270,92434933.500,138894938.770,2450924.000,277151.000,25904.030
46460366.290,92435561.180,138895927.470,0.000,829696.000,36682.380
46460314.160,92435135.690,138895449.850,2451933.000,747820.000,18377.820
46460396.250,92433743.060,138894139.310,2450914.000,1815885.000,5381.490
46460305.760,92435209.590,138895515.350,2450924.000,524921.000,3024.270
46460620.060,92435699.400,138896319.460,2451547.000,1532238.000,16087.820
46459715.150,92437074.730,138896789.880,2451491.000,187471.000,39450.950
46460467.230,92434981.300,138895448.530,2451376.000,1392417.000,49551.140
46459942.620,92434687.270,138894629.890,2451493.000,1325860.000,6078.600
46459873.900,92436047.420,138895921.320,2451280.000,854970.000,49386.480
46460006.160,92433485.700,138893491.860,2451277.000,1685822.000,16156.320
46460434.980,92434721.650,138895156.630,2451231.000,1247881.000,33351.480
46459674.080,92434012.790,138893686.870,2452771.000,1890707.000,51386.220
46460485.970,92436442.580,138896928.550,2452213.000,1359322.000,76771.800
46460352.100,92434838.500,138895190.600,2452305.000,1553144.000,14854.950
46460148.700,92434570.500,138894719.200,2451053.000,1564003.000,39762.800
46460162.290,92433103.260,138893265.550,2451079.000,77813.000,38626.720
46460122.450,92434595.910,138894718.360,2451966.000,637321.000,12993.500
46460473.400,92434866.380,138895339.780,2451964.000,178335.000,42638.020
46459912.410,92433762.470,138893674.880,2451259.000,1723855.000,69253.000
46460525.440,92433974.610,138894500.050,2451174.000,135738.000,87891.790
46460400.500,92435051.990,138895452.490,2451983.000,222350.000,17612.910
46460256.410,92433310.300,138893566.710,2451392.000,934775.000,13047.980
46460134.810,92433785.110,138893919.920,2452196.000,539558.000,8353.550
46459741.310,92435314.660,138895055.970,2452306.000,1243218.000,53440.620
46460911.700,92434834.970,138895746.670,2452317.000,882385.000,30299.850
46460192.320,92434080.720,138894273.040,2452279.000,465142.000,14125.860
46460729.480,92437358.540,138898088.020,2452128.000,491912.000,61343.200
46460525.810,92433433.060,138893958.870,2451271.000,1681246.000,14518.160
46460115.210,92433831.500,138893946.710,2451092.000,1577815.000,18540.000
46460335.810,92436063.430,138896399.240,2451033.000,1611739.000,1736.660
46460575.720,92433697.990,138894273.710,2451073.000,134560.000,11819.700
46460504.280,92436943.430,138897447.710,2452295.000,1581204.000,60022.000
46460104.370,92434465.000,138894569.370,2451354.000,194443.000,72434.700
46460194.400,92435482.590,138895676.990,0.000,0.000,58530.040
46460116.650,92436090.590,138896207.240,2451177.000,1256944.000,19380.570
46460999.350,92436703.170,138897702.520,2452738.000,1862359.000,25278.660
46460540.340,92434283.780,138894824.120,2452745.000,1047097.000,71762.880
46460037.070,92435034.430,138895071.500,2451892.000,103157.000,6282.400
46460512.130,92433677.250,138894189.380,2451769.000,945253.000,59834.220
46460349.790,92434484.390,138894834.180,2451102.000,173053.000,58172.840
46460020.170,92434720.680,138894740.850,2451088.000,1866272.000,66212.100
46460544.050,92434588.910,138895132.960,2451573.000,508248.000,1823.920
46460448.380,92435418.090,138895866.470,2452729.000,1042828.000,51107.760
46460195.510,92433955.720,138894151.230,2452040.000,869419.000,1822.730
46460678.370,92435215.360,138895893.730,2452339.000,972821.000,26185.500
46460146.350,92436402.540,138896548.890,2452254.000,1420275.000,9774.400
46460698.970,92435312.280,138896011.250,2452701.000,305648.000,16234.470
46460238.030,92435990.160,138896228.190,2452596.000,1086498.000,66345.600
46460086.050,92434187.410,138894273.460,2452604.000,479318.000,36916.560
46460244.810,92434368.250,138894613.060,2452593.000,145292.000,32945.220
46459989.650,92434793.160,138894782.810,2452556.000,492805.000,22042.650
46460454.600,92436506.090,138896960.690,2452437.000,569529.000,47893.950
46459919.390,92436680.780,138896600.170,2452346.000,1603765.000,39910.720
46460342.320,92436608.600,138896950.920,2452555.000,529565.000,33296.970
46460269.300,92435105.220,138895374.520,2451258.000,496988.000,66452.040
46460314.150,92434580.240,138894894.390,2451256.000,875823.000,62381.200
46460195.920,92436052.480,138896248.400,2451294.000,1910912.000,53593.110
46460477.570,92435592.820,138896070.390,2451329.000,195885.000,13999.790
46460376.080,92435879.480,138896255.560,2451829.000,1271817.000,6834.660
46460276.430,92435179.980,138895456.410,2451174.000,767720.000,47444.260
46460563.230,92434255.020,138894818.250,2452279.000,78088.000,18549.300
46460029.490,92436720.710,138896750.200,2452242.000,1630980.000,40258.220
46460211.390,92435476.620,138895688.010,2451201.000,622349.000,23542.470
46460427.410,92433758.800,138894186.210,2451155.000,1758891.000,24386.160
46460065.860,92434642.270,138894708.130,2452290.000,382863.000,61278.800
46460623.810,92435089.360,138895713.170,2451154.000,1254797.000,9479.600
