0.678,0.552,0.685,0.338,1.000,1.000
0.486,0.441,0.750,0.365,1.000,1.000
0.522,0.598,0.680,0.624,1.000,1.000
0.368,0.272,0.465,0.558,1.000,1.000
0.595,0.388,0.259,0.401,1.000,1.000
0.612,0.446,0.524,0.452,1.000,1.000
0.362,0.456,0.738,0.172,1.000,1.000
0.657,0.698,0.543,0.530,1.000,1.000
0.353,0.438,0.387,0.532,1.000,1.000
0.474,0.290,0.451,0.668,1.000,1.000
0.488,0.436,0.502,0.332,1.000,1.000
0.470,0.697,0.580,0.374,1.000,1.000
0.491,0.605,0.873,0.440,1.000,1.000
0.588,0.328,0.595,0.519,1.000,1.000
0.555,0.507,0.445,0.588,1.000,1.000
0.421,0.490,0.490,0.460,1.000,1.000
0.524,0.569,0.440,0.433,1.000,1.000
0.499,0.606,0.498,0.647,1.000,1.000
0.482,0.641,0.343,0.801,1.000,1.000
0.409,0.428,0.504,0.620,1.000,1.000
0.255,0.428,0.494,0.595,1.000,1.000
0.667,0.565,0.428,0.298,1.000,1.000
0.598,0.487,0.471,0.674,1.000,1.000
0.433,0.336,0.424,0.710,1.000,1.000
0.429,0.456,0.619,0.418,1.000,1.000
0.706,0.383,0.514,0.620,1.000,1.000
0.375,0.607,0.346,0.680,1.000,1.000
0.352,0.597,0.487,0.428,1.000,1.000
0.466,0.548,0.468,0.596,1.000,1.000
0.435,0.518,0.315,0.168,1.000,1.000
0.463,0.456,0.612,0.540,1.000,1.000
0.329,0.496,0.425,0.466,1.000,1.000
0.446,0.477,0.369,0.864,1.000,1.000
0.533,0.306,0.498,0.535,1.000,1.000
0.554,0.547,0.512,0.340,1.000,1.000
0.447,0.554,0.668,0.484,1.000,1.000
0.637,0.630,0.509,0.694,1.000,1.000
0.342,0.272,0.453,0.341,1.000,1.000
0.284,0.655,0.428,0.466,1.000,1.000
0.611,0.326,0.526,0.611,1.000,1.000
0.559,0.473,0.497,0.441,1.000,1.000
0.613,0.403,0.707,0.675,1.000,1.000
0.562,0.409,0.536,0.522,1.000,1.000
0.435,0.690,0.700,0.253,1.000,1.000
0.512,0.632,0.511,0.453,1.000,1.000
0.441,0.231,0.543,0.425,1.000,1.000
0.531,0.655,0.456,0.362,1.000,1.000
0.543,0.239,0.390,0.581,1.000,1.000
0.591,0.563,0.425,0.624,1.000,1.000
0.681,0.711,0.483,0.455,1.000,1.000
0.453,0.547,0.341,0.663,1.000,1.000
0.643,0.643,0.433,0.408,1.000,1.000
0.486,0.435,0.746,0.412,1.000,1.000
0.310,0.548,0.397,0.677,1.000,1.000
0.644,0.413,0.649,0.686,1.000,1.000
0.683,0.719,0.537,0.610,1.000,1.000
0.436,0.544,0.374,0.520,1.000,1.000
0.752,0.465,0.565,0.458,1.000,1.000
0.587,0.525,0.567,0.478,1.000,1.000
0.530,0.497,0.617,0.666,1.000,1.000
0.511,0.650,0.277,0.390,1.000,1.000
0.718,0.498,0.272,0.470,1.000,1.000
0.432,0.534,0.514,0.315,1.000,1.000
0.708,0.357,0.530,0.482,1.000,1.000
0.557,0.540,0.537,0.338,1.000,1.000
0.476,0.591,0.266,0.283,1.000,1.000
0.430,0.264,0.696,0.546,1.000,1.000
0.534,0.419,0.162,0.486,1.000,1.000
0.458,0.461,0.427,0.450,1.000,1.000
0.372,0.566,0.539,0.471,1.000,1.000
0.616,0.594,0.595,0.315,1.000,1.000
0.610,0.335,0.492,0.520,1.000,1.000
0.614,0.597,0.435,0.642,1.000,1.000
0.409,0.480,0.810,0.398,1.000,1.000
0.443,0.408,0.367,0.163,1.000,1.000
0.367,0.551,0.324,0.482,1.000,1.000
0.377,0.687,0.439,0.691,1.000,1.000
0.517,0.711,0.505,0.696,1.000,1.000
0.771,0.589,0.410,0.725,1.000,1.000
0.582,0.375,0.413,0.611,1.000,1.000
0.498,0.590,0.523,0.518,1.000,1.000
0.269,0.666,0.549,0.463,1.000,1.000
0.380,0.362,0.548,0.706,1.000,1.000
0.540,0.611,0.460,0.310,1.000,1.000
0.339,0.398,0.465,0.254,1.000,1.000
0.403,0.445,0.563,0.724,1.000,1.000
0.606,0.387,0.425,0.535,1.000,1.000
0.695,0.504,0.339,0.315,1.000,1.000
0.566,0.578,0.521,0.539,1.000,1.000
0.673,0.521,0.633,0.691,1.000,1.000
0.409,0.421,0.365,0.333,1.000,1.000
0.365,0.413,0.411,0.524,1.000,1.000
0.474,0.665,0.661,0.496,1.000,1.000
0.525,0.201,0.559,0.263,1.000,1.000
0.526,0.436,0.601,0.582,1.000,1.000
0.430,0.421,0.500,0.385,1.000,1.000
0.479,0.575,0.549,0.139,1.000,1.000
0.437,0.349,0.332,0.533,1.000,1.000
0.401,0.419,0.461,0.575,1.000,1.000
0.521,0.519,0.401,0.209,1.000,1.000
0.603,0.217,0.404,0.341,1.000,1.000
0.501,0.469,0.516,0.279,1.000,1.000
0.472,0.567,0.428,0.682,1.000,1.000
0.390,0.260,0.164,0.559,1.000,1.000
0.631,0.374,0.449,0.439,1.000,1.000
0.364,0.485,0.671,0.646,1.000,1.000
0.409,0.251,0.389,0.394,1.000,1.000
