1.370,0.290,0.398,7.153
3.463,2.262,7.833,5.904
12.398,1.516,18.790,0.415
5.750,2.361,13.578,12.281
1.865,2.912,5.433,0.713
9.057,14.773,133.792,0.868
0.374,6.290,2.352,3.329
3.253,1.847,6.009,1.096
4.884,9.416,45.984,14.731
1.221,0.576,0.703,1.487
2.923,4.667,13.642,1.156
0.116,4.640,0.539,5.957
6.720,3.949,26.542,6.174
8.238,4.240,34.928,0.038
5.630,0.446,2.510,3.003
0.194,6.165,1.195,0.319
4.949,4.036,19.971,1.366
1.562,6.464,10.096,1.226
4.256,1.487,6.330,4.611
0.295,0.093,0.027,7.166
3.938,16.345,64.369,1.064
2.433,4.095,9.964,5.101
4.574,14.418,65.951,0.612
1.019,4.631,4.720,3.807
8.042,0.222,1.786,3.241
1.254,2.411,3.025,0.307
3.005,1.171,3.519,2.607
0.090,2.074,0.186,6.436
1.752,1.820,3.187,0.857
0.450,0.228,0.103,5.176
1.282,1.490,1.910,1.925
1.180,1.459,1.721,0.117
1.524,2.633,4.012,4.840
9.393,2.817,26.457,5.475
3.677,0.434,1.596,1.005
0.394,1.752,0.691,0.185
0.316,0.174,0.055,0.103
3.640,2.795,10.173,1.283
5.996,6.704,40.194,0.263
2.116,4.225,8.942,0.628
1.666,4.551,7.581,0.929
0.530,2.118,1.122,1.752
5.489,2.677,14.693,5.285
3.736,2.306,8.618,0.757
3.794,0.790,2.996,1.820
8.338,0.537,4.481,5.088
0.114,2.098,0.239,3.235
17.662,0.194,3.432,5.754
1.081,0.742,0.802,0.979
1.403,4.364,6.122,7.111
2.346,1.113,2.611,2.968
2.969,2.063,6.124,4.078
9.429,4.763,44.912,3.832
6.693,0.005,0.036,2.785
1.390,1.371,1.906,14.415
0.496,3.670,1.819,0.884
7.466,3.888,29.024,4.980
7.876,0.637,5.020,0.396
3.154,9.922,31.293,4.404
1.520,1.519,2.309,1.177
0.183,1.255,0.229,0.604
3.426,2.933,10.049,2.272
0.020,2.140,0.043,4.479
2.760,4.249,11.730,11.118
1.614,5.695,9.193,4.585
1.208,19.168,23.150,9.809
0.671,7.176,4.817,4.218
3.193,1.341,4.282,0.734
2.837,9.507,26.967,0.699
3.203,0.137,0.440,1.550
0.611,2.264,1.384,0.223
0.290,0.985,0.285,0.344
3.692,8.209,30.307,1.307
7.881,2.343,18.467,1.864
0.529,1.665,0.881,0.261
0.858,3.713,3.185,2.116
2.654,1.615,4.286,0.659
1.447,1.481,2.143,0.509
0.907,1.539,1.395,2.801
1.560,0.610,0.952,0.581
0.132,0.982,0.130,6.735
0.505,0.550,0.278,3.692
7.450,1.568,11.683,0.325
3.730,0.365,1.361,2.230
5.839,2.287,13.356,0.955
3.868,6.616,25.588,0.673
1.183,0.757,0.896,2.753
0.978,9.952,9.736,0.758
1.603,10.290,16.491,0.129
1.645,3.776,6.212,0.963
2.512,0.929,2.332,3.313
7.028,1.630,11.454,0.015
2.788,0.906,2.527,2.406
4.625,1.596,7.382,1.994
4.437,1.169,5.187,0.589
1.286,1.734,2.231,0.361
2.799,7.469,20.908,0.008
3.478,5.150,17.910,2.474
6.293,1.896,11.933,1.269
6.596,1.238,8.164,1.643
3.826,0.263,1.007,0.431
4.188,0.315,1.318,2.510
1.825,10.194,18.607,2.475
2.507,2.260,5.666,5.159
6.139,1.086,6.670,10.263
1.542,1.237,1.908,3.344
0.262,5.067,1.328,1.211
2.823,5.318,15.012,0.691
1.895,0.684,1.296,2.044
3.324,2.315,7.695,7.007
6.379,1.928,12.297,1.008
2.784,17.027,47.403,10.428
9.268,2.137,19.807,0.156
0.188,3.948,0.741,0.911
4.980,3.179,15.831,0.532
5.922,5.226,30.943,1.362
4.808,2.080,10.002,0.102
1.070,4.102,4.391,5.104
1.370,4.132,5.662,1.358
4.355,2.214,9.642,2.082
6.491,0.689,4.474,1.243
3.847,0.015,0.060,1.601
1.483,5.020,7.444,3.196
1.587,1.610,2.555,2.483
7.033,5.584,39.271,8.846
0.599,0.529,0.317,7.736
0.174,0.333,0.058,12.883
7.027,5.881,41.328,0.005
0.979,0.230,0.225,2.593
6.254,6.507,40.699,0.527
0.951,1.351,1.285,2.099
6.639,6.734,44.703,1.947
6.363,1.111,7.071,0.248
3.231,3.366,10.872,3.431
2.369,1.174,2.782,2.833
6.351,6.555,41.627,3.777
1.687,2.659,4.486,5.762
2.234,0.298,0.667,2.832
3.478,0.646,2.247,5.413
0.843,4.126,3.480,2.772
1.967,3.367,6.622,0.212
0.984,1.300,1.279,3.784
4.402,0.568,2.499,5.928
4.492,1.032,4.636,1.406
2.495,0.161,0.403,2.340
2.535,3.878,9.829,0.129
5.162,0.197,1.019,7.720
8.713,4.940,43.044,0.976
0.709,2.548,1.806,5.289
1.176,0.679,0.798,0.059
2.775,6.053,16.794,1.116
0.889,4.276,3.800,3.015
1.813,2.537,4.598,0.800
5.601,6.310,35.345,1.196
0.429,9.487,4.074,3.176
3.246,2.309,7.493,4.855
2.594,1.553,4.029,4.938
3.165,0.686,2.172,0.788
4.417,0.358,1.582,2.789
10.597,2.923,30.974,3.280
2.564,3.104,7.959,3.213
1.150,0.808,0.929,0.935
2.560,13.803,35.335,5.576
0.277,2.243,0.621,0.249
3.248,3.599,11.691,3.660
1.558,4.874,7.592,0.038
2.142,0.479,1.026,2.572
11.401,4.569,52.099,0.197
2.525,1.654,4.175,0.252
8.229,1.470,12.099,8.350
0.996,1.005,1.001,4.468
1.666,7.524,12.531,0.647
6.577,0.693,4.555,4.346
1.439,9.031,12.992,1.655
8.148,1.221,9.951,4.683
1.176,1.098,1.291,2.492
3.535,0.589,2.082,1.814
0.761,0.184,0.140,5.017
1.280,5.350,6.848,1.801
0.928,4.766,4.424,1.582
0.866,3.374,2.922,0.459
2.333,0.721,1.682,0.868
0.640,1.831,1.173,4.128
9.753,1.753,17.093,3.466
1.071,1.921,2.057,1.153
5.649,2.983,16.849,1.491
0.299,1.766,0.529,1.342
0.679,0.351,0.239,2.015
0.562,0.252,0.141,2.609
8.277,0.266,2.198,0.017
3.639,1.158,4.214,2.788
0.392,10.024,3.932,2.690
12.385,0.101,1.253,0.263
7.216,1.699,12.258,0.502
5.913,7.416,43.845,4.312
2.720,4.180,11.372,0.720
2.229,0.522,1.165,0.006
0.627,1.873,1.174,0.812
8.014,0.539,4.322,0.180
1.684,1.784,3.005,0.191
5.542,0.594,3.290,3.046
0.000,0.206,0.000,9.215
8.365,0.367,3.072,0.202
6.360,7.213,45.872,0.327
5.462,1.146,6.261,0.273
0.379,4.665,1.768,1.015
1.179,2.404,2.835,2.992
0.601,2.610,1.569,1.187
1.389,6.945,9.643,4.824
1.879,2.085,3.919,2.472
2.510,2.268,5.692,0.044
3.331,2.032,6.768,1.620
0.684,4.006,2.741,5.742
4.396,4.116,18.091,6.850
0.203,1.315,0.267,3.516
5.234,3.209,16.798,0.418
1.860,2.006,3.730,3.305
1.927,6.530,12.584,1.907
0.896,2.401,2.153,0.106
0.175,3.716,0.651,3.705
5.083,0.493,2.504,2.568
0.097,2.908,0.281,2.320
2.034,9.695,19.724,4.228
0.244,0.923,0.226,1.241
0.753,7.937,5.979,0.809
2.898,2.701,7.827,0.825
1.878,0.179,0.336,1.360
6.121,2.925,17.906,1.901
4.934,1.021,5.039,2.680
2.468,2.928,7.227,6.044
2.227,2.958,6.588,0.323
4.760,3.417,16.267,2.240
7.185,0.076,0.545,1.134
0.058,7.414,0.430,1.397
1.553,2.394,3.716,1.786
0.496,0.114,0.057,2.200
3.765,4.246,15.986,2.342
0.610,1.320,0.805,5.826
3.245,1.022,3.316,0.233
9.062,0.084,0.764,1.490
1.450,2.205,3.197,3.280
6.622,0.363,2.402,1.228
2.400,0.276,0.663,6.950
1.258,3.531,4.443,0.448
1.920,0.073,0.140,0.290
5.531,2.212,12.236,3.125
0.186,0.074,0.014,0.406
1.092,2.454,2.679,10.712
8.049,1.121,9.023,1.490
15.391,0.925,14.233,0.299
0.357,0.903,0.322,1.374
7.415,0.182,1.352,2.129
0.543,0.155,0.084,1.786
2.497,3.662,9.143,0.190
1.247,1.989,2.480,3.310
1.649,1.116,1.840,1.043
2.443,2.153,5.260,1.628
2.592,4.021,10.421,0.831
1.641,9.608,15.764,4.269
3.707,0.426,1.578,0.145
2.473,2.131,5.269,0.137
5.038,5.507,27.742,6.513
7.003,2.870,20.095,1.856
2.504,0.864,2.163,1.908
2.907,1.160,3.374,0.112
8.492,1.142,9.701,15.314
3.949,5.919,23.374,0.377
0.603,0.171,0.103,2.654
0.594,2.385,1.417,0.924
0.724,4.706,3.408,0.721
11.398,16.968,193.396,2.714
1.206,0.072,0.087,1.713
3.068,1.558,4.782,8.816
3.606,0.340,1.227,8.449
0.040,2.888,0.116,7.053
2.110,4.046,8.536,1.685
4.861,0.932,4.529,4.166
0.304,0.954,0.290,1.026
10.418,3.523,36.699,5.491
2.283,2.624,5.991,9.667
0.144,2.127,0.307,4.593
6.535,0.447,2.922,2.568
0.405,5.121,2.073,4.039
1.010,0.038,0.039,2.625
2.726,2.502,6.820,4.435
0.744,0.092,0.068,0.736
0.822,1.869,1.536,2.921
1.545,7.546,11.659,1.286
0.651,3.512,2.285,0.172
1.350,1.351,1.823,4.248
4.180,4.705,19.668,1.825
3.838,2.562,9.835,5.682
1.280,0.264,0.338,0.440
4.093,4.009,16.408,1.375
0.632,2.330,1.472,0.387
1.399,1.558,2.179,3.398
3.397,0.823,2.798,1.053
12.706,4.695,59.655,0.170
6.211,7.304,45.365,3.978
0.706,1.557,1.099,3.302
5.496,3.579,19.670,1.321
6.577,9.366,61.600,5.182
3.548,9.346,33.157,0.898
3.248,1.708,5.547,5.912
1.176,3.491,4.104,7.518
1.511,3.464,5.233,1.662
10.930,0.311,3.399,0.428
3.022,2.861,8.645,0.891
0.087,4.502,0.393,0.147
0.111,5.257,0.581,0.940
0.896,10.710,9.596,2.698
0.602,6.050,3.643,5.406
6.180,0.780,4.818,4.522
6.518,2.620,17.077,1.040
0.290,0.149,0.043,1.665
8.088,3.219,26.034,0.192
3.592,2.470,8.871,2.252
0.914,0.743,0.680,2.644
2.463,3.585,8.832,5.074
0.354,4.100,1.453,1.034
1.002,0.766,0.768,1.180
0.078,3.994,0.313,9.995
0.221,2.114,0.466,1.383
3.673,3.926,14.419,0.993
0.124,4.311,0.535,0.439
1.302,2.171,2.826,12.548
2.827,0.112,0.315,1.907
2.916,0.745,2.171,0.861
0.256,4.169,1.066,4.450
2.081,4.314,8.976,12.182
0.067,2.242,0.151,1.877
1.813,4.924,8.926,0.896
2.377,4.149,9.863,1.298
1.411,2.105,2.969,2.108
1.909,12.556,23.973,2.450
2.885,0.126,0.363,5.612
6.409,1.858,11.905,4.771
8.127,6.178,50.212,3.783
0.833,2.629,2.189,7.743
5.994,16.924,101.442,0.366
0.895,3.119,2.792,0.417
7.386,4.923,36.365,3.128
2.619,1.139,2.983,1.956
4.502,0.600,2.700,4.971
1.225,0.490,0.600,2.100
4.446,0.122,0.543,0.279
4.315,1.355,5.847,1.451
1.001,1.283,1.284,5.658
0.777,0.273,0.212,1.728
2.236,3.675,8.220,5.169
3.541,3.989,14.123,1.120
2.395,2.749,6.586,3.585
2.678,4.995,13.375,0.148
0.673,1.794,1.207,1.425
1.283,6.811,8.737,11.855
8.743,5.304,46.374,7.400
4.856,1.721,8.357,0.565
1.989,4.735,9.418,11.541
1.190,2.438,2.901,1.254
8.408,0.349,2.936,1.025
2.854,1.452,4.144,3.143
6.534,7.451,48.680,5.029
0.586,0.224,0.131,4.013
2.002,0.490,0.982,1.522
0.993,15.945,15.833,4.785
2.679,0.740,1.981,8.126
0.033,2.283,0.075,0.285
0.789,3.834,3.025,0.926
4.991,2.466,12.307,6.733
0.866,3.666,3.174,0.001
1.502,0.126,0.190,1.600
0.755,2.116,1.598,3.208
2.130,5.949,12.669,5.643
0.220,2.283,0.502,8.689
6.018,2.989,17.985,4.751
0.682,1.205,0.822,2.043
0.385,1.760,0.678,0.731
1.180,0.788,0.930,2.842
2.144,1.398,2.996,0.865
0.856,0.703,0.602,0.043
3.013,1.236,3.723,0.948
0.362,11.595,4.202,0.324
1.171,5.594,6.549,0.606
1.272,3.438,4.372,0.667
1.549,4.035,6.249,3.587
9.726,0.290,2.819,7.745
2.740,0.489,1.340,1.742
4.314,3.803,16.403,1.704
0.493,4.895,2.411,0.776
0.682,3.396,2.316,1.048
0.529,6.016,3.184,4.070
0.714,2.798,1.998,5.815
0.327,0.999,0.327,0.033
1.714,2.630,4.508,1.574
0.947,3.983,3.774,0.331
2.059,9.093,18.720,0.402
4.646,3.327,15.459,4.746
2.324,12.647,29.395,8.900
0.058,6.532,0.378,4.422
1.097,2.159,2.369,1.100
0.873,1.017,0.887,0.318
3.511,4.169,14.637,0.802
0.471,2.262,1.065,0.408
3.092,0.718,2.220,1.919
15.216,11.188,170.239,2.992
7.082,2.056,14.564,1.597
4.599,5.397,24.821,5.128
2.017,8.854,17.860,2.518
2.750,15.718,43.221,2.091
1.806,5.685,10.265,0.007
0.842,4.828,4.066,5.534
0.261,5.860,1.529,0.978
0.848,0.564,0.479,3.406
1.718,4.844,8.319,0.600
0.657,6.032,3.965,6.475
6.314,3.142,19.838,0.380
7.390,1.540,11.382,2.373
4.376,1.265,5.535,3.076
4.984,1.084,5.403,1.545
2.130,7.948,16.928,3.346
2.234,0.237,0.530,3.351
0.077,1.056,0.081,5.900
0.715,2.646,1.892,3.076
0.952,4.785,4.555,1.788
3.030,0.646,1.958,1.721
2.700,0.191,0.515,0.824
1.847,19.165,35.395,0.384
2.478,9.423,23.349,1.877
1.191,4.315,5.137,0.240
6.588,2.495,16.436,7.139
2.630,7.077,18.610,3.389
3.542,3.603,12.765,10.086
0.437,3.491,1.525,4.466
2.555,4.432,11.323,3.534
0.201,0.203,0.041,1.402
4.640,1.920,8.910,6.010
0.672,0.137,0.092,6.001
5.125,2.851,14.611,1.139
0.468,2.283,1.068,0.386
5.377,0.202,1.086,0.189
0.270,16.805,4.542,4.954
6.604,7.264,47.976,0.801
3.018,5.857,17.676,1.639
0.502,0.302,0.152,1.593
1.936,1.224,2.370,0.861
2.411,0.590,1.423,1.475
7.737,4.680,36.207,0.114
3.116,8.780,27.363,0.302
0.119,20.737,2.464,1.670
3.541,0.663,2.348,4.742
6.360,2.728,17.352,0.515
0.022,1.390,0.031,0.260
1.372,1.124,1.541,2.269
2.564,1.296,3.322,3.040
0.411,0.071,0.029,0.046
17.370,3.558,61.792,2.942
0.780,2.628,2.050,4.199
0.508,1.205,0.613,0.396
6.661,0.415,2.765,5.356
4.562,4.623,21.089,4.534
0.055,10.457,0.575,1.940
0.835,0.214,0.179,7.267
2.352,7.115,16.737,0.289
5.666,10.806,61.220,11.409
0.386,0.322,0.124,0.462
3.364,1.095,3.684,1.969
2.586,0.139,0.360,6.038
0.647,0.899,0.581,2.749
0.415,2.897,1.202,1.325
4.605,2.397,11.036,4.177
3.560,0.892,3.175,2.564
1.977,2.760,5.456,4.577
4.987,0.495,2.467,0.098
1.107,0.938,1.038,3.885
8.633,3.123,26.966,0.092
1.005,1.296,1.303,3.726
0.643,0.148,0.095,0.982
9.219,3.107,28.647,0.426
5.080,3.996,20.301,7.896
1.959,2.418,4.738,4.791
6.446,0.987,6.364,6.788
1.410,2.405,3.391,0.688
9.192,3.263,29.996,1.287
1.159,4.693,5.439,0.313
1.127,0.969,1.093,4.276
0.546,2.986,1.630,0.074
3.312,1.249,4.137,5.632
1.145,0.522,0.598,5.151
7.553,0.123,0.927,0.741
6.711,2.539,17.043,2.257
0.924,2.418,2.235,3.725
8.476,1.185,10.045,1.534
0.884,5.982,5.289,5.171
1.661,0.785,1.305,2.561
1.806,6.086,10.988,1.890
6.779,4.742,32.146,7.214
1.424,0.399,0.569,0.849
8.820,2.099,18.510,0.038
8.956,1.627,14.574,1.302
0.146,1.626,0.237,4.049
0.797,0.484,0.385,2.984
1.919,1.863,3.576,4.057
0.556,0.117,0.065,4.558
1.632,7.420,12.108,0.806
7.364,1.023,7.535,0.151
3.111,2.755,8.572,3.187
1.150,4.817,5.542,2.074
3.873,3.024,11.709,0.260
1.166,0.116,0.135,5.703
4.456,0.518,2.310,0.037
4.663,1.185,5.526,1.301
2.282,3.269,7.461,1.517
0.136,0.639,0.087,4.056
5.037,3.874,19.515,2.481
1.114,0.972,1.083,7.617
0.515,1.333,0.687,0.437
0.950,2.577,2.448,2.209
