3.378,1.288,4.352
2.415,11.807,28.513
4.0,3.07,12.279
7.9,1.459,11.524
3.484,7.401,25.788
5.752,3.545,20.393
3.575,1.447,5.172
5.555,3.515,19.526
5.216,5.255,27.409
14.611,9.835,143.696
3.523,3.115,10.975
9.251,8.614,79.689
10.219,7.261,74.2
10.835,4.114,44.575
3.476,6.195,21.531
1.193,3.112,3.711
3.236,10.167,32.903
2.604,3.946,10.277
4.782,1.298,6.208
10.552,4.832,50.982
13.733,2.925,40.167
17.366,27.876,484.098
9.294,7.914,73.553
7.403,5.169,38.269
9.353,8.085,75.623
6.443,8.477,54.616
8.223,4.395,36.138
6.053,8.589,51.991
4.529,7.179,32.512
11.622,3.18,36.957
5.624,6.055,34.053
2.258,4.097,9.25
3.526,1.484,5.232
2.588,1.622,4.198
7.49,1.55,11.611
11.52,6.735,77.582
2.861,2.432,6.959
10.007,12.386,123.95
10.366,13.498,139.915
2.073,5.243,10.867
2.749,4.672,12.841
8.879,0.123,1.091
4.28,20.975,89.781
4.694,1.38,6.477
3.635,1.436,5.22
2.712,2.509,6.803
7.9,6.921,54.671
1.712,2.923,5.003
12.848,1.859,23.889
4.948,3.1,15.339
0.648,6.365,4.127
4.617,1.629,7.521
8.75,13.3,116.369
6.729,3.837,25.817
1.772,7.069,12.524
5.637,9.233,52.048
8.748,3.403,29.769
7.034,5.22,36.717
5.84,7.008,40.931
5.5,5.909,32.501
13.865,6.23,86.384
6.97,14.239,99.244
12.444,1.802,22.423
3.081,5.229,16.112
13.182,13.087,172.51
3.285,10.354,34.007
2.829,6.866,19.425
3.778,10.994,41.533
4.139,0.663,2.745
12.065,4.104,49.515
6.705,3.936,26.389
1.909,6.393,12.205
3.365,3.964,13.339
6.163,4.655,28.689
10.318,4.898,50.54
5.95,5.929,35.278
3.424,13.088,44.808
4.605,4.912,22.622
0.415,3.998,1.66
13.04,1.865,24.316
18.914,9.453,178.798
5.197,10.743,55.835
3.864,8.366,32.328
8.018,1.801,14.438
3.969,16.176,64.208
4.441,3.966,17.61
1.882,6.868,12.925
9.753,2.143,20.902
1.126,3.295,3.711
6.392,3.213,20.537
2.755,6.65,18.32
2.18,17.434,38.0
1.508,8.338,12.569
9.021,16.609,149.836
3.473,7.36,25.564
4.037,7.859,31.723
0.591,11.189,6.612
6.336,6.513,41.265
2.428,2.556,6.206
4.253,1.698,7.22
0.814,3.47,2.825
5.89,10.067,59.301
18.426,7.77,143.162
1.118,5.043,5.64
6.342,10.643,67.493
6.039,4.693,28.343
7.209,0.911,6.57
3.884,4.946,19.212
1.463,3.183,4.657
4.376,0.737,3.225
1.054,4.908,5.175
7.916,4.573,36.201
25.235,9.694,244.634
1.911,7.023,13.419
4.503,3.214,14.471
5.003,7.977,39.913
0.253,1.586,0.401
4.829,3.275,15.814
8.444,5.724,48.338
1.775,11.767,20.883
11.843,10.112,119.762
1.704,3.989,6.799
1.115,6.054,6.749
8.288,5.013,41.543
12.294,8.831,108.578
8.722,3.824,33.354
12.522,5.17,64.737
3.837,11.097,42.582
1.449,9.762,14.142
7.497,8.996,67.439
6.55,8.145,53.349
4.577,5.735,26.247
1.158,5.502,6.37
12.019,2.623,31.526
1.976,7.086,13.999
7.751,9.209,71.374
4.912,4.157,20.418
7.751,13.88,107.586
21.867,1.228,26.864
4.8,1.031,4.951
9.313,4.87,45.353
5.717,10.504,60.052
19.708,3.69,72.717
9.825,1.324,13.008
5.506,6.635,36.529
5.195,7.995,41.533
1.416,1.94,2.747
2.666,1.173,3.126
3.877,5.978,23.179
2.538,1.383,3.511
4.333,5.367,23.258
1.704,0.901,1.535
4.426,8.977,39.734
1.86,3.039,5.653
10.775,8.528,91.898
1.312,3.108,4.079
11.913,3.928,46.793
3.848,10.026,38.578
1.876,2.799,5.252
2.676,5.916,15.828
2.385,0.683,1.628
4.18,6.712,28.055
4.691,6.844,32.107
2.789,2.417,6.742
2.534,6.4,16.22
3.362,1.051,3.534
8.626,7.791,67.206
6.283,7.275,45.711
18.269,3.721,67.969
8.341,6.261,52.228
10.53,3.107,32.719
10.483,1.531,16.047
7.409,8.75,64.823
2.161,3.229,6.979
0.932,11.074,10.319
3.535,3.948,13.956
9.631,7.664,73.819
2.363,3.854,9.106
5.654,0.327,1.846
6.258,5.649,35.351
6.186,4.745,29.351
0.478,1.185,0.566
2.966,2.462,7.302
2.996,11.304,33.869
2.591,4.175,10.819
6.463,3.827,24.731
4.001,1.876,7.505
7.615,2.217,16.886
6.795,0.96,6.526
0.444,1.323,0.588
10.259,3.084,31.639
2.507,2.787,6.988
3.38,3.671,12.409
6.405,4.379,28.044
6.164,5.423,33.428
2.875,3.289,9.456
2.44,9.129,22.275
3.376,5.53,18.67
3.122,5.824,18.181
13.87,1.304,18.087
2.89,15.451,44.656
4.196,2.892,12.135
5.159,7.308,37.705
2.484,11.7,29.066
4.255,2.656,11.299
7.5,2.275,17.065
4.932,5.228,25.781
3.818,1.69,6.451
7.54,7.268,54.798
6.862,3.935,27.002
4.968,9.278,46.096
7.148,5.428,38.796
6.558,17.853,117.084
12.0,6.415,76.973
6.414,2.623,16.826
11.928,4.698,56.04
7.42,9.943,73.772
6.285,5.181,32.56
2.197,1.208,2.655
3.494,5.769,20.157
1.65,1.92,3.168
7.85,5.487,43.07
3.867,20.588,79.618
0.649,1.693,1.099
12.468,4.315,53.797
10.07,4.185,42.142
3.758,2.018,7.583
1.998,3.9,7.794
15.272,9.966,152.196
5.975,7.966,47.601
9.59,2.557,24.519
8.397,13.402,112.538
3.092,3.349,10.357
9.485,8.73,82.803
9.685,11.861,114.872
9.216,3.883,35.782
31.186,14.48,451.576
2.109,8.019,16.915
16.95,10.1,171.19
1.116,12.777,14.257
4.659,16.164,75.301
10.824,5.759,62.332
1.494,2.105,3.145
4.461,6.756,30.137
1.373,8.543,11.73
6.341,10.007,63.455
3.036,9.469,28.75
6.023,0.848,5.107
4.482,7.139,31.994
5.402,1.094,5.911
13.058,3.188,41.623
11.005,0.658,7.247
3.802,4.406,16.752
1.831,6.886,12.61
1.368,2.031,2.778
3.122,6.719,20.977
2.401,4.983,11.963
14.256,1.793,25.566
4.533,3.554,16.113
4.376,3.567,15.609
15.428,6.15,94.889
4.561,7.164,32.675
8.947,16.043,143.533
5.522,2.586,14.28
19.259,5.375,103.524
9.145,2.103,19.23
4.65,6.013,27.959
4.078,6.199,25.278
7.841,7.882,61.803
5.285,1.528,8.075
5.259,0.82,4.311
6.184,9.054,55.996
13.231,1.687,22.318
4.711,3.344,15.752
2.675,4.21,11.263
2.145,8.689,18.641
7.924,1.052,8.336
3.373,5.061,17.072
4.139,4.323,17.894
4.991,3.456,17.247
4.493,17.071,76.705
6.891,0.875,6.031
3.242,10.155,32.924
6.683,2.982,19.928
3.45,14.933,51.517
13.22,6.841,90.434
5.798,5.817,33.727
11.496,8.558,98.381
13.719,20.154,276.503
