4.198,0.507,4.705,0.740
0.089,3.845,3.934,4.140
3.844,0.225,4.069,0.254
2.378,0.948,3.325,6.078
0.070,1.216,1.286,1.461
1.880,4.937,6.817,1.165
4.717,3.124,7.841,0.641
1.880,7.470,9.350,0.349
1.994,1.323,3.317,5.687
5.756,1.093,6.849,9.157
0.284,3.968,4.251,0.043
9.814,1.193,11.007,1.739
0.745,7.087,7.832,2.563
0.921,3.441,4.362,1.766
1.729,2.505,4.234,1.486
3.197,1.308,4.505,0.666
0.581,4.965,5.546,5.869
2.673,0.029,2.702,2.072
1.960,2.805,4.766,0.279
6.314,2.732,9.046,0.325
0.651,0.410,1.061,1.392
0.107,0.023,0.130,5.224
0.863,0.155,1.018,0.414
0.012,1.339,1.351,9.432
0.426,5.719,6.145,2.774
0.841,3.492,4.332,1.237
2.325,0.008,2.334,2.039
0.248,6.660,6.908,1.270
5.196,0.798,5.995,0.934
8.509,6.642,15.151,4.718
1.390,11.166,12.556,4.638
1.550,2.456,4.006,1.647
4.101,0.013,4.114,0.655
3.642,11.662,15.304,11.519
8.011,1.208,9.219,3.941
1.316,2.141,3.457,0.091
1.666,4.191,5.857,2.592
0.082,5.042,5.124,2.277
0.185,1.602,1.787,2.535
1.108,6.654,7.762,7.563
1.302,6.688,7.990,0.574
1.975,2.626,4.601,10.910
1.978,3.599,5.577,4.016
1.572,2.447,4.019,0.608
1.429,3.796,5.225,3.758
0.996,1.325,2.321,0.552
0.065,2.392,2.456,2.437
0.656,1.765,2.421,7.336
4.373,0.368,4.741,9.602
2.916,0.235,3.151,2.098
3.120,4.447,7.567,4.753
1.562,0.505,2.068,0.839
1.884,4.796,6.681,3.926
0.103,1.154,1.258,15.311
2.217,1.383,3.600,2.820
0.385,2.080,2.466,0.340
11.714,1.437,13.151,0.673
5.043,0.410,5.453,0.680
3.076,5.941,9.017,0.281
7.243,0.419,7.662,4.157
1.768,1.584,3.352,0.777
0.452,5.875,6.327,0.515
2.931,0.522,3.453,1.528
4.016,7.993,12.010,4.917
3.508,0.034,3.542,0.423
1.588,0.391,1.980,10.456
1.475,0.231,1.706,2.526
10.674,3.994,14.668,2.476
0.314,0.724,1.038,1.862
7.996,1.910,9.906,5.143
6.827,3.074,9.901,4.039
2.646,6.699,9.345,0.824
0.728,0.637,1.365,0.958
3.239,2.200,5.439,7.077
1.158,1.312,2.470,6.488
7.908,0.519,8.426,0.296
5.331,11.231,16.562,10.751
4.189,4.074,8.264,1.093
2.727,1.615,4.341,1.128
1.222,0.036,1.258,8.540
3.035,8.449,11.484,0.493
0.863,5.710,6.573,3.763
10.504,4.728,15.231,0.431
0.306,2.956,3.262,1.510
5.275,3.274,8.549,1.049
2.374,9.277,11.651,0.099
3.780,2.656,6.436,2.132
0.419,0.748,1.167,2.302
0.314,5.011,5.325,1.004
2.905,0.470,3.375,1.015
0.654,0.450,1.104,0.194
1.394,2.402,3.796,0.582
6.922,0.502,7.424,2.925
0.526,1.203,1.730,3.094
0.782,2.413,3.196,1.904
1.431,0.222,1.654,1.115
2.288,8.385,10.673,11.549
3.741,0.422,4.162,0.377
2.457,4.035,6.491,7.262
0.090,1.507,1.597,4.687
0.100,2.277,2.377,1.197
4.019,4.341,8.360,0.911
8.853,6.745,15.598,1.344
0.260,1.512,1.772,0.474
5.348,6.333,11.681,1.893
2.830,9.284,12.113,0.486
3.318,6.203,9.520,0.052
2.916,2.684,5.600,2.519
0.770,0.409,1.179,0.012
5.123,2.187,7.310,1.084
8.683,1.526,10.209,4.648
0.548,0.111,0.659,0.326
1.063,1.442,2.506,9.380
3.461,6.138,9.599,5.300
0.998,8.532,9.531,1.763
4.463,2.640,7.103,4.355
1.436,0.909,2.346,1.027
2.002,2.961,4.964,3.432
3.125,2.978,6.103,2.708
2.194,0.305,2.499,4.685
1.213,1.916,3.128,1.349
10.824,4.635,15.458,1.923
0.374,10.988,11.362,1.256
0.889,0.837,1.726,2.552
6.787,4.860,11.647,1.098
0.837,1.371,2.208,1.861
6.107,2.311,8.418,2.007
5.395,5.030,10.425,0.932
0.252,6.227,6.479,3.174
0.880,6.048,6.927,1.575
0.792,0.510,1.303,0.206
0.048,6.614,6.662,0.092
2.968,0.202,3.170,6.987
0.450,0.150,0.600,0.229
1.125,6.174,7.299,3.769
0.733,5.766,6.499,5.079
2.169,5.457,7.626,3.376
2.332,1.320,3.652,4.152
0.352,0.998,1.351,1.520
0.655,2.778,3.433,5.055
3.682,2.516,6.198,2.285
0.204,1.668,1.872,13.007
3.489,0.187,3.676,3.180
2.041,2.210,4.250,6.070
0.673,1.761,2.435,0.031
1.810,0.814,2.623,1.029
2.392,0.866,3.258,3.230
4.066,3.191,7.257,0.063
5.203,2.501,7.704,1.510
3.552,1.437,4.989,0.150
0.038,0.065,0.103,9.148
5.270,0.475,5.745,3.661
0.147,1.831,1.978,1.482
7.774,10.585,18.359,0.485
0.761,5.878,6.639,4.923
5.370,5.077,10.447,0.063
0.439,0.261,0.699,1.530
2.702,8.164,10.866,0.149
4.274,17.862,22.136,0.558
3.762,2.293,6.055,6.411
2.651,0.289,2.941,0.729
0.442,1.254,1.696,0.541
0.224,0.009,0.233,2.613
0.524,1.702,2.225,3.574
2.967,0.830,3.797,2.089
1.282,4.036,5.318,1.359
1.513,0.060,1.573,3.546
5.892,3.753,9.645,5.816
