8.779,14.710,129.144,9.766,1.000
12.559,5.381,67.577,1.865,1.000
5.070,10.806,54.786,0.659,1.000
2.088,3.190,6.661,8.337,1.000
4.506,1.987,8.955,1.010,1.000
19.317,1.826,35.269,6.583,1.000
4.092,5.015,20.523,1.094,1.000
5.561,9.482,52.735,7.393,1.000
9.205,1.090,10.030,0.185,1.000
1.049,3.057,3.207,3.116,1.000
9.007,6.441,58.020,4.665,1.000
8.358,3.157,26.384,3.133,1.000
4.968,6.331,31.451,14.297,1.000
8.907,9.229,82.202,6.110,1.000
7.777,11.598,90.205,0.691,1.000
15.943,5.924,94.443,2.803,1.000
3.860,8.844,34.141,0.991,1.000
14.456,2.689,38.873,1.944,1.000
3.285,6.400,21.026,12.794,1.000
2.339,3.885,9.087,0.724,1.000
2.487,3.293,8.189,2.530,1.000
2.666,6.467,17.243,3.909,1.000
8.330,11.280,93.956,2.387,1.000
3.171,5.116,16.224,5.970,1.000
1.224,8.424,10.312,7.303,1.000
1.680,5.321,8.941,7.244,1.000
7.647,3.008,23.002,3.947,1.000
9.979,10.443,104.210,0.146,1.000
3.497,2.936,10.269,2.127,1.000
7.828,9.299,72.799,1.392,1.000
9.492,4.970,47.175,0.480,1.000
6.150,2.172,13.358,1.934,1.000
8.755,4.162,36.434,5.689,1.000
7.271,2.456,17.860,2.797,1.000
5.032,2.224,11.192,0.262,1.000
8.431,5.901,49.750,0.043,1.000
7.950,5.739,45.623,1.298,1.000
5.640,4.495,25.351,3.267,1.000
7.322,5.061,37.058,3.420,1.000
12.781,3.098,39.594,4.995,1.000
4.509,18.885,85.156,2.457,1.000
11.274,25.647,289.136,0.507,1.000
5.624,4.644,26.119,6.181,1.000
4.247,7.600,32.280,2.165,1.000
1.477,1.099,1.624,1.098,1.000
10.114,8.640,87.390,1.060,1.000
15.176,5.479,83.151,0.647,1.000
6.828,0.538,3.672,1.247,1.000
3.158,7.725,24.393,10.988,1.000
3.643,5.499,20.036,0.942,1.000
1.581,6.953,10.989,5.122,1.000
3.236,5.735,18.560,1.158,1.000
5.490,2.524,13.859,0.545,1.000
2.585,3.018,7.802,1.552,1.000
11.045,5.718,63.151,1.853,1.000
1.980,5.518,10.926,0.237,1.000
7.112,4.959,35.270,0.479,1.000
