4.198,0.290,0.436,2.688
0.089,2.262,0.077,2.784
3.844,1.516,4.350,3.316
2.378,2.361,1.899,2.906
0.070,2.912,1.735,0.351
1.880,14.773,8.345,3.989
4.717,6.290,5.230,0.734
1.880,1.847,7.346,5.306
1.994,9.416,7.868,1.371
5.756,0.576,1.039,6.562
0.284,4.667,0.543,3.388
9.814,4.640,1.409,1.742
0.745,3.949,0.352,0.988
0.921,4.240,0.396,8.960
1.729,0.446,6.678,1.269
3.197,6.165,3.218,0.288
0.581,4.036,6.927,0.534
2.673,6.464,4.894,2.707
1.960,1.487,0.424,4.727
6.314,0.093,0.522,1.976
0.651,16.345,0.550,1.584
0.107,4.095,4.273,0.074
0.863,14.418,8.881,0.200
0.012,4.631,2.591,2.392
0.426,0.222,7.755,0.185
0.841,2.411,0.926,1.741
2.325,1.171,0.007,3.552
0.248,2.074,11.015,8.910
5.196,1.820,0.389,0.228
8.509,0.228,4.299,2.159
1.390,1.490,0.143,2.119
1.550,1.459,2.498,2.695
4.101,2.633,0.898,0.080
3.642,2.817,2.209,5.187
8.011,0.434,3.034,5.580
1.316,1.752,5.605,6.392
1.666,0.174,2.197,0.647
0.082,2.795,2.979,1.496
0.185,6.704,2.994,1.591
1.108,4.225,4.756,3.528
1.302,4.551,1.861,4.282
1.975,2.118,4.237,1.235
1.978,2.677,0.104,0.340
1.572,2.306,6.405,4.444
1.429,0.790,4.288,2.761
0.996,0.537,0.754,2.681
0.065,2.098,3.247,5.717
0.656,0.194,1.018,0.914
4.373,0.742,5.674,2.041
2.916,4.364,0.594,0.431
3.120,1.113,0.072,0.040
1.562,2.063,0.219,0.415
1.884,4.763,0.812,0.694
0.103,0.005,2.940,2.010
2.217,1.371,0.538,1.032
0.385,3.670,3.962,0.136
11.714,3.888,6.206,1.062
5.043,0.637,7.335,11.411
3.076,9.922,0.476,1.619
7.243,1.519,2.057,0.132
1.768,1.255,2.795,4.907
0.452,2.933,7.986,1.449
2.931,2.140,0.450,3.172
4.016,4.249,0.151,2.652
3.508,5.695,3.772,0.046
1.588,19.168,0.374,1.870
1.475,7.176,1.524,9.360
10.674,1.341,4.519,2.526
0.314,9.507,9.015,6.135
7.996,0.137,5.713,2.877
6.827,2.264,7.394,3.629
2.646,0.985,2.689,3.480
0.728,8.209,4.777,0.086
3.239,2.343,1.419,2.323
1.158,1.665,3.865,0.836
7.908,3.713,6.028,7.888
5.331,1.615,0.501,6.161
4.189,1.481,8.325,0.499
2.727,1.539,4.965,2.638
1.222,0.610,4.404,9.740
3.035,0.982,4.359,4.404
0.863,0.550,2.099,15.252
10.504,1.568,1.991,0.372
0.306,0.365,2.022,3.002
5.275,2.287,8.179,7.193
2.374,6.616,8.146,1.804
3.780,0.757,0.485,1.520
0.419,9.952,2.228,0.057
0.314,10.290,2.561,3.828
2.905,3.776,1.800,0.628
0.654,0.929,5.063,4.232
1.394,1.630,6.754,3.162
6.922,0.906,5.265,0.964
0.526,1.596,6.396,3.627
0.782,1.169,15.734,2.955
1.431,1.734,0.559,1.348
2.288,7.469,2.166,2.361
3.741,5.150,0.705,5.177
2.457,1.896,0.081,1.314
0.090,1.238,2.285,0.548
0.100,0.263,0.533,2.816
4.019,0.315,3.605,2.284
8.853,10.194,4.936,0.848
0.260,2.260,2.271,2.974
5.348,1.086,0.260,2.201
