3.918,8.187,32.074,0.244,0.760,0.180
8.186,2.055,16.820,0.361,0.979,0.450
8.063,4.030,32.492,0.621,0.980,0.900
7.227,3.342,24.155,0.232,0.911,0.085
4.971,8.312,41.316,0.295,0.896,0.472
5.867,3.575,20.972,0.256,0.135,0.603
4.451,6.517,29.005,0.397,0.955,0.505
5.913,3.290,19.453,0.228,0.304,0.203
3.363,7.831,26.333,0.430,0.508,0.469
5.074,7.914,40.159,0.344,0.375,0.045
9.532,4.678,44.589,0.419,0.864,0.828
4.609,2.102,9.689,0.414,0.874,0.859
6.153,2.857,17.580,0.422,0.936,0.011
2.547,8.225,20.950,0.941,0.420,0.251
4.073,3.464,14.108,0.292,0.930,0.207
5.650,1.265,7.150,0.813,0.156,0.297
5.066,2.636,13.356,0.591,0.937,0.256
9.819,2.846,27.942,0.404,0.132,0.985
9.082,1.192,10.825,0.307,0.671,0.925
1.592,3.737,5.949,0.950,0.093,0.778
2.147,7.850,16.855,0.286,0.873,0.028
6.341,6.709,42.541,0.519,0.901,0.067
0.756,9.325,7.053,0.712,0.058,0.068
1.445,1.193,1.724,0.351,0.302,0.760
5.013,5.935,29.755,0.018,0.944,0.105
7.268,2.651,19.270,0.383,0.437,0.355
0.504,5.379,2.714,0.344,0.449,0.703
2.180,2.631,5.735,0.712,0.720,0.208
9.870,1.907,18.819,0.397,0.340,0.774
7.404,4.586,33.957,0.597,0.396,0.063
3.022,3.671,11.095,0.844,0.509,0.503
8.171,3.449,28.184,0.083,0.208,0.289
0.285,0.195,0.056,0.756,0.792,0.198
7.135,3.797,27.091,0.694,0.088,0.628
8.139,8.866,72.155,0.597,0.746,0.912
6.795,8.826,59.971,0.882,0.573,0.771
6.142,6.241,38.334,0.233,0.658,0.725
1.730,4.702,8.134,0.337,0.036,0.627
9.319,7.499,69.878,0.200,0.558,0.222
8.883,1.362,12.097,0.321,0.992,0.945
1.794,6.764,12.134,0.502,0.094,0.348
7.247,2.354,17.059,0.429,0.977,0.425
3.492,7.887,27.546,0.256,0.836,0.520
6.057,4.016,24.326,0.206,0.774,0.422
4.305,8.171,35.178,0.944,0.833,0.922
2.179,8.046,17.529,0.167,0.405,0.944
4.438,5.333,23.669,0.624,0.656,0.372
1.583,9.507,15.050,0.172,0.772,0.798
4.127,1.759,7.260,0.858,0.251,0.076
3.198,6.317,20.202,0.228,0.416,0.184
6.773,2.947,19.964,0.015,0.653,0.386
0.894,0.049,0.044,0.299,0.240,0.853
5.030,6.133,30.850,0.940,0.303,0.808
0.217,7.857,1.702,0.433,0.182,0.396
2.585,1.820,4.706,0.545,0.229,0.723
6.236,3.978,24.804,0.612,0.612,0.429
2.057,8.746,17.990,0.842,0.840,0.717
7.657,2.093,16.024,0.968,0.195,0.070
9.597,6.850,65.742,0.354,0.983,0.005
9.658,0.168,1.621,0.138,0.262,0.278
7.712,2.454,18.927,0.112,0.956,0.960
5.628,5.712,32.150,0.260,0.758,0.153
7.642,0.900,6.876,0.558,0.405,0.013
3.000,5.783,17.349,0.525,0.370,0.720
8.914,6.320,56.337,0.451,0.072,0.488
8.536,8.381,71.536,0.492,0.666,0.594
0.173,3.412,0.592,0.519,0.492,0.162
4.747,0.116,0.550,0.398,0.114,0.007
8.066,7.438,59.991,0.556,0.185,0.902
2.710,1.525,4.132,0.942,0.084,0.039
5.911,6.301,37.241,0.836,0.754,0.237
5.556,8.356,46.427,0.194,0.167,0.933
5.806,2.066,11.993,0.559,0.018,0.057
9.616,3.227,31.028,0.286,0.069,0.887
3.982,2.987,11.895,0.051,0.700,0.566
1.073,8.618,9.247,0.553,0.404,0.752
6.279,6.965,43.732,0.302,0.869,0.200
3.688,1.529,5.640,0.561,0.708,0.410
2.621,2.333,6.116,0.657,0.018,0.780
1.963,0.979,1.921,0.451,0.474,0.518
0.996,4.187,4.171,0.682,0.587,0.819
2.449,1.033,2.531,0.217,0.996,0.493
0.769,0.006,0.005,0.064,0.509,0.477
0.186,8.149,1.513,0.992,0.434,0.845
2.833,4.767,13.501,0.410,0.487,0.858
6.050,3.194,19.327,0.856,0.138,0.960
1.765,6.252,11.032,0.160,0.738,0.340
0.146,8.185,1.198,0.059,0.134,0.348
5.645,4.480,25.290,0.070,0.427,0.835
8.817,6.171,54.409,0.220,0.485,0.052
4.013,3.216,12.907,0.694,0.244,0.366
3.257,8.357,27.223,0.514,0.422,0.198
1.023,9.315,9.531,0.230,0.192,0.208
9.769,8.665,84.651,0.897,0.409,0.810
0.749,4.665,3.494,0.771,0.779,0.382
1.860,0.840,1.563,0.675,0.271,0.617
9.073,4.672,42.390,0.471,0.482,0.746
5.903,6.959,41.080,0.139,0.710,0.795
7.822,3.610,28.237,0.707,0.981,0.046
6.901,6.588,45.464,0.563,0.571,0.897
9.841,2.506,24.657,0.454,0.753,0.137
2.626,2.105,5.527,0.491,0.052,0.438
8.201,4.838,39.680,0.715,0.170,0.169
7.773,2.552,19.836,0.974,0.217,0.442
7.879,6.471,50.980,0.844,0.061,0.513
2.160,6.599,14.254,0.907,0.442,0.637
4.068,8.587,34.930,0.768,0.590,0.295
2.540,8.878,22.552,0.453,0.249,0.234
8.282,9.839,81.488,0.969,0.576,0.603
6.929,2.609,18.078,0.911,0.452,0.908
8.497,4.359,37.036,0.863,0.058,0.744
5.499,8.108,44.584,0.657,0.420,0.203
3.531,5.596,19.762,0.751,0.478,0.468
3.050,7.620,23.245,0.006,0.414,0.850
5.198,5.572,28.965,0.908,0.814,0.952
1.999,5.014,10.021,0.095,0.544,0.503
9.893,8.360,82.706,0.796,0.088,0.034
0.325,7.171,2.327,0.908,0.257,0.337
2.765,0.931,2.573,0.627,0.831,0.642
7.791,3.368,26.243,0.234,0.417,0.126
3.755,4.012,15.064,0.085,0.682,0.227
2.790,7.587,21.166,0.433,0.324,0.078
7.096,1.047,7.428,0.032,0.963,0.523
5.916,1.299,7.683,0.277,0.316,0.645
5.608,0.903,5.066,0.148,0.551,0.388
9.706,7.559,73.363,0.503,0.758,0.174
8.472,0.907,7.687,0.531,0.278,0.234
2.475,1.702,4.211,0.481,0.877,0.131
1.229,2.169,2.667,0.920,0.114,0.867
2.875,6.366,18.301,0.485,0.794,0.774
2.365,9.538,22.555,0.444,0.070,0.249
9.440,0.175,1.656,0.898,0.941,0.117
5.085,3.052,15.523,0.837,0.906,0.906
1.775,2.610,4.633,0.690,0.863,0.630
7.890,9.540,75.267,0.757,0.105,0.011
6.155,8.088,49.780,0.090,0.585,0.037
5.993,8.549,51.233,0.007,0.313,0.343
9.959,9.229,91.911,0.972,0.747,0.600
1.383,6.679,9.240,0.859,0.195,0.390
9.651,9.783,94.415,0.352,0.382,0.808
6.822,7.509,51.227,0.477,0.382,0.862
3.148,5.309,16.710,0.529,0.992,0.784
3.731,4.363,16.275,0.912,0.525,0.236
4.800,7.158,34.362,0.288,0.552,0.624
1.429,3.300,4.716,0.234,0.601,0.788
7.177,5.436,39.010,0.556,0.061,0.083
0.227,6.296,1.431,0.961,0.140,0.411
5.076,6.031,30.613,0.193,0.511,0.776
9.621,9.808,94.359,0.506,0.757,0.010
0.601,1.359,0.817,0.460,0.518,0.463
3.703,2.783,10.307,0.065,0.561,0.108
7.062,8.232,58.134,0.648,0.159,0.585
0.157,3.950,0.622,0.054,0.466,0.256
2.236,7.467,16.697,0.542,0.506,0.606
3.029,8.753,26.517,0.061,0.389,0.077
3.014,6.569,19.800,0.697,0.386,0.378
5.877,5.211,30.627,0.929,0.514,0.375
2.368,7.783,18.430,0.712,0.331,0.915
6.059,6.911,41.876,0.525,0.071,0.008
5.689,1.929,10.972,0.328,0.870,0.430
5.851,6.539,38.263,0.281,0.899,0.072
8.789,8.829,77.598,0.260,0.900,0.793
1.746,2.584,4.510,0.419,0.501,0.409
6.915,0.628,4.340,0.163,0.481,0.184
8.863,5.650,50.077,0.075,0.792,0.423
5.874,4.438,26.072,0.492,0.954,0.721
0.414,9.551,3.958,0.719,0.396,0.099
9.309,8.273,77.016,0.471,0.814,0.388
4.179,0.922,3.854,0.871,0.794,0.192
3.740,3.710,13.876,0.803,0.952,0.565
4.915,2.116,10.401,0.401,0.338,0.343
6.203,9.780,60.669,0.129,0.178,0.506
5.223,8.065,42.118,0.718,0.692,0.737
9.878,9.676,95.586,0.040,0.423,0.964
5.206,7.751,40.351,0.560,0.148,0.239
0.314,0.063,0.020,0.250,0.870,0.318
6.283,6.242,39.216,0.671,0.900,0.523
9.533,5.513,52.553,0.098,0.798,0.556
4.508,7.956,35.864,0.605,0.334,0.310
1.288,5.028,6.475,0.390,0.048,0.685
0.272,0.685,0.186,0.786,0.840,0.589
1.441,6.625,9.548,0.143,0.122,0.940
3.053,2.949,9.006,0.500,0.985,0.189
8.025,3.301,26.488,0.077,0.438,0.071
1.330,9.160,12.180,0.002,0.086,0.497
6.442,4.114,26.503,0.380,0.136,0.811
3.835,7.704,29.547,0.928,0.122,0.766
8.974,8.714,78.197,0.265,0.767,0.589
0.988,7.276,7.191,0.041,0.154,0.458
5.537,8.202,45.409,0.961,0.768,0.663
9.907,3.497,34.642,0.560,0.511,0.022
8.899,6.102,54.305,0.344,0.579,0.197
