0.678,0.685,0.464,0.525,1.000
0.486,0.750,0.364,0.464,1.000
0.522,0.680,0.355,0.538,1.000
0.368,0.465,0.171,0.514,1.000
0.595,0.259,0.154,0.373,1.000
0.612,0.524,0.320,0.861,1.000
0.362,0.738,0.267,0.702,1.000
0.657,0.543,0.357,0.425,1.000
0.353,0.387,0.137,0.504,1.000
0.474,0.451,0.214,0.463,1.000
0.488,0.502,0.245,0.481,1.000
0.470,0.580,0.273,0.630,1.000
0.491,0.873,0.429,0.420,1.000
0.588,0.595,0.350,0.248,1.000
0.555,0.445,0.247,0.667,1.000
0.421,0.490,0.206,0.616,1.000
0.524,0.440,0.231,0.674,1.000
0.499,0.498,0.248,0.622,1.000
0.482,0.343,0.165,0.292,1.000
0.409,0.504,0.206,0.380,1.000
0.255,0.494,0.126,0.261,1.000
0.667,0.428,0.286,0.418,1.000
0.598,0.471,0.281,0.592,1.000
0.433,0.424,0.183,0.238,1.000
0.429,0.619,0.265,0.272,1.000
0.706,0.514,0.363,0.699,1.000
0.375,0.346,0.130,0.714,1.000
0.352,0.487,0.172,0.352,1.000
0.466,0.468,0.218,0.736,1.000
0.435,0.315,0.137,0.361,1.000
0.463,0.612,0.283,0.297,1.000
0.329,0.425,0.140,0.275,1.000
0.446,0.369,0.165,0.416,1.000
0.533,0.498,0.265,0.132,1.000
0.554,0.512,0.284,0.217,1.000
0.447,0.668,0.299,0.280,1.000
0.637,0.509,0.325,0.354,1.000
0.342,0.453,0.155,0.585,1.000
0.284,0.428,0.121,0.463,1.000
0.611,0.526,0.322,0.343,1.000
0.559,0.497,0.278,0.329,1.000
0.613,0.707,0.433,0.619,1.000
0.562,0.536,0.301,0.633,1.000
0.435,0.700,0.305,0.270,1.000
0.512,0.511,0.262,0.571,1.000
0.441,0.543,0.240,0.627,1.000
0.531,0.456,0.242,0.492,1.000
0.543,0.390,0.212,0.508,1.000
0.591,0.425,0.251,0.483,1.000
0.681,0.483,0.329,0.592,1.000
0.453,0.341,0.154,0.365,1.000
0.643,0.433,0.278,0.282,1.000
0.486,0.746,0.363,0.415,1.000
0.310,0.397,0.123,0.603,1.000
0.644,0.649,0.418,0.339,1.000
0.683,0.537,0.366,0.848,1.000
0.436,0.374,0.163,0.695,1.000
0.752,0.565,0.425,0.428,1.000
0.587,0.567,0.333,0.469,1.000
0.530,0.617,0.327,0.608,1.000
0.511,0.277,0.141,0.437,1.000
0.718,0.272,0.195,1.042,1.000
0.432,0.514,0.222,0.398,1.000
0.708,0.530,0.376,0.454,1.000
0.557,0.537,0.299,0.573,1.000
0.476,0.266,0.127,0.460,1.000
0.430,0.696,0.299,0.301,1.000
0.534,0.162,0.087,0.534,1.000
0.458,0.427,0.195,0.536,1.000
0.372,0.539,0.201,0.519,1.000
0.616,0.595,0.367,0.250,1.000
0.610,0.492,0.300,0.146,1.000
0.614,0.435,0.267,0.513,1.000
0.409,0.810,0.331,0.557,1.000
0.443,0.367,0.162,0.427,1.000
0.367,0.324,0.119,0.483,1.000
0.377,0.439,0.165,0.423,1.000
0.517,0.505,0.261,0.311,1.000
0.771,0.410,0.316,0.155,1.000
0.582,0.413,0.241,0.570,1.000
0.498,0.523,0.261,0.179,1.000
0.269,0.549,0.148,0.509,1.000
0.380,0.548,0.209,0.749,1.000
0.540,0.460,0.248,0.580,1.000
0.339,0.465,0.158,0.595,1.000
0.403,0.563,0.227,0.620,1.000
0.606,0.425,0.258,0.075,1.000
0.695,0.339,0.235,0.257,1.000
0.566,0.521,0.295,0.532,1.000
0.673,0.633,0.426,0.097,1.000
0.409,0.365,0.150,0.285,1.000
0.365,0.411,0.150,0.563,1.000
0.474,0.661,0.313,0.656,1.000
0.525,0.559,0.294,0.657,1.000
0.526,0.601,0.316,0.675,1.000
0.430,0.500,0.215,0.321,1.000
0.479,0.549,0.263,0.432,1.000
0.437,0.332,0.145,0.481,1.000
0.401,0.461,0.185,0.530,1.000
0.521,0.401,0.209,0.459,1.000
0.603,0.404,0.244,0.601,1.000
0.501,0.516,0.258,0.439,1.000
0.472,0.428,0.202,0.705,1.000
0.390,0.164,0.064,0.587,1.000
0.631,0.449,0.283,0.501,1.000
0.364,0.671,0.244,0.387,1.000
0.409,0.389,0.159,0.412,1.000
0.530,0.507,0.269,0.407,1.000
0.656,0.383,0.251,0.142,1.000
0.504,0.593,0.299,0.317,1.000
0.386,0.321,0.124,0.430,1.000
0.469,0.337,0.158,0.538,1.000
0.582,0.354,0.206,0.418,1.000
0.682,0.429,0.293,0.714,1.000
0.582,0.602,0.350,0.441,1.000
0.701,0.521,0.365,0.578,1.000
0.362,0.217,0.079,0.469,1.000
0.512,0.671,0.344,0.483,1.000
0.544,0.619,0.337,0.510,1.000
0.498,0.698,0.347,0.468,1.000
0.364,0.500,0.182,0.556,1.000
0.346,0.459,0.159,0.522,1.000
0.509,0.737,0.375,0.506,1.000
0.475,0.621,0.295,0.151,1.000
0.391,0.531,0.207,0.365,1.000
0.635,0.472,0.300,0.481,1.000
0.492,0.465,0.229,0.598,1.000
0.537,0.595,0.320,0.651,1.000
0.580,0.455,0.264,0.466,1.000
0.614,0.645,0.396,0.360,1.000
0.402,0.317,0.127,0.658,1.000
0.434,0.556,0.241,0.493,1.000
0.521,0.500,0.260,0.693,1.000
0.570,0.777,0.442,0.572,1.000
0.594,0.388,0.231,0.294,1.000
0.457,0.683,0.312,0.660,1.000
0.441,0.575,0.254,0.425,1.000
0.304,0.516,0.157,0.632,1.000
0.423,0.542,0.229,0.488,1.000
0.392,0.408,0.160,0.606,1.000
0.520,0.676,0.351,0.575,1.000
0.793,0.489,0.388,0.638,1.000
0.581,0.309,0.179,0.420,1.000
0.632,0.220,0.139,0.548,1.000
0.417,0.533,0.222,0.300,1.000
0.398,0.766,0.305,0.386,1.000
0.455,0.395,0.179,0.333,1.000
0.366,0.416,0.152,0.506,1.000
0.437,0.734,0.321,0.286,1.000
0.500,0.397,0.199,0.303,1.000
0.571,0.552,0.315,0.330,1.000
0.408,0.685,0.279,0.612,1.000
0.595,0.173,0.103,0.575,1.000
0.580,0.464,0.270,0.476,1.000
0.186,0.374,0.070,0.656,1.000
0.526,0.624,0.328,0.563,1.000
0.332,0.456,0.152,0.225,1.000
0.405,0.472,0.191,0.561,1.000
0.520,0.726,0.378,0.663,1.000
0.213,0.572,0.122,0.442,1.000
0.665,0.544,0.362,0.764,1.000
0.391,0.513,0.201,0.639,1.000
0.688,0.677,0.466,0.501,1.000
0.317,0.509,0.162,0.779,1.000
0.465,0.557,0.259,0.360,1.000
0.473,0.493,0.233,0.362,1.000
0.512,0.528,0.270,0.483,1.000
0.496,0.655,0.325,0.408,1.000
0.417,0.409,0.171,0.546,1.000
0.659,0.297,0.196,0.511,1.000
0.387,0.417,0.161,0.256,1.000
0.629,0.345,0.217,0.794,1.000
0.385,0.438,0.169,0.756,1.000
0.604,0.678,0.410,0.214,1.000
0.561,0.678,0.380,0.468,1.000
0.495,0.516,0.255,0.412,1.000
0.498,0.435,0.217,0.492,1.000
0.449,0.514,0.231,0.540,1.000
0.438,0.668,0.292,0.670,1.000
0.457,0.333,0.152,0.390,1.000
0.285,0.428,0.122,0.446,1.000
0.463,0.603,0.279,0.245,1.000
0.468,0.467,0.219,0.290,1.000
0.441,0.318,0.140,0.522,1.000
0.722,0.706,0.509,0.821,1.000
0.593,0.606,0.359,0.761,1.000
0.403,0.677,0.273,0.438,1.000
0.828,0.565,0.468,0.498,1.000
0.480,0.480,0.231,0.519,1.000
0.418,0.490,0.205,0.499,1.000
0.395,0.363,0.144,0.807,1.000
0.571,0.599,0.342,0.430,1.000
0.641,0.720,0.461,0.480,1.000
0.499,0.218,0.109,0.618,1.000
0.550,0.666,0.366,0.512,1.000
0.601,0.208,0.125,0.669,1.000
0.258,0.733,0.189,0.396,1.000
0.577,0.377,0.218,0.558,1.000
0.701,0.464,0.325,0.472,1.000
0.362,0.466,0.169,0.384,1.000
0.429,0.463,0.199,0.529,1.000
0.585,0.591,0.346,0.426,1.000
0.626,0.309,0.194,0.421,1.000
0.547,0.407,0.223,0.821,1.000
0.276,0.446,0.123,0.392,1.000
0.288,0.379,0.109,0.555,1.000
0.419,0.566,0.237,0.207,1.000
0.193,0.520,0.100,0.488,1.000
0.629,0.727,0.457,0.289,1.000
0.353,0.467,0.165,0.452,1.000
0.712,0.363,0.258,0.733,1.000
0.368,0.585,0.215,0.523,1.000
0.476,0.703,0.335,0.655,1.000
0.245,0.634,0.155,0.272,1.000
0.262,0.529,0.139,0.659,1.000
0.469,0.423,0.198,0.285,1.000
0.618,0.489,0.302,0.759,1.000
0.422,0.614,0.260,0.068,1.000
0.643,0.641,0.413,0.068,1.000
0.437,0.661,0.289,0.761,1.000
0.591,0.525,0.310,0.541,1.000
0.367,0.641,0.235,0.490,1.000
0.432,0.541,0.234,0.610,1.000
0.546,0.409,0.223,0.578,1.000
0.409,0.438,0.179,0.434,1.000
0.544,0.473,0.257,0.611,1.000
0.586,0.456,0.267,0.284,1.000
0.348,0.230,0.080,0.162,1.000
0.235,0.482,0.113,0.553,1.000
0.841,0.456,0.383,0.283,1.000
0.685,0.469,0.321,0.479,1.000
0.413,0.633,0.261,0.263,1.000
0.573,0.545,0.312,0.485,1.000
0.677,0.646,0.438,0.493,1.000
0.437,0.461,0.202,0.309,1.000
0.341,0.628,0.214,0.296,1.000
0.608,0.690,0.420,0.375,1.000
0.564,0.621,0.350,0.703,1.000
0.594,0.766,0.455,0.263,1.000
0.630,0.597,0.376,0.721,1.000
0.393,0.556,0.219,0.705,1.000
0.415,0.418,0.174,0.654,1.000
0.445,0.469,0.209,0.475,1.000
0.441,0.308,0.136,0.486,1.000
0.536,0.735,0.393,0.696,1.000
0.395,0.538,0.213,0.369,1.000
0.668,0.529,0.353,0.378,1.000
0.477,0.644,0.307,0.579,1.000
0.362,0.587,0.213,0.324,1.000
0.304,0.567,0.172,0.885,1.000
0.564,0.649,0.366,0.584,1.000
0.424,0.741,0.315,0.699,1.000
0.346,0.391,0.135,0.310,1.000
0.451,0.613,0.276,0.581,1.000
0.483,0.634,0.306,0.683,1.000
0.393,0.220,0.086,0.373,1.000
0.374,0.493,0.184,0.558,1.000
0.641,0.531,0.341,0.738,1.000
0.618,0.539,0.333,0.404,1.000
0.322,0.622,0.200,0.539,1.000
0.500,0.318,0.159,0.663,1.000
0.378,0.477,0.180,0.754,1.000
0.477,0.584,0.279,0.406,1.000
0.566,0.581,0.329,0.484,1.000
0.532,0.586,0.312,0.490,1.000
0.425,0.761,0.323,0.537,1.000
0.636,0.473,0.301,0.687,1.000
0.520,0.517,0.269,0.627,1.000
0.696,0.575,0.400,0.601,1.000
0.375,0.358,0.134,0.297,1.000
0.518,0.662,0.343,0.637,1.000
0.449,0.562,0.252,0.863,1.000
0.485,0.220,0.107,0.367,1.000
0.306,0.572,0.175,0.516,1.000
0.450,0.360,0.162,0.562,1.000
0.591,0.492,0.291,0.623,1.000
0.495,0.498,0.246,0.515,1.000
0.381,0.413,0.158,0.560,1.000
0.632,0.499,0.315,0.506,1.000
0.456,0.582,0.265,0.230,1.000
0.799,0.440,0.351,0.262,1.000
0.626,0.293,0.183,0.576,1.000
0.614,0.364,0.223,0.490,1.000
0.419,0.449,0.188,0.735,1.000
0.426,0.391,0.167,0.641,1.000
0.490,0.526,0.258,0.466,1.000
0.520,0.551,0.287,0.328,1.000
0.413,0.381,0.157,0.759,1.000
0.433,0.564,0.244,0.683,1.000
0.575,0.645,0.371,0.667,1.000
0.574,0.593,0.340,0.422,1.000
0.339,0.572,0.194,0.357,1.000
0.559,0.489,0.273,0.878,1.000
0.424,0.423,0.179,0.661,1.000
0.534,0.660,0.352,0.496,1.000
0.391,0.599,0.234,0.444,1.000
0.682,0.437,0.298,0.664,1.000
0.514,0.279,0.143,0.595,1.000
0.599,0.547,0.327,0.931,1.000
0.505,0.430,0.217,0.481,1.000
0.252,0.592,0.150,0.697,1.000
0.707,0.631,0.446,0.633,1.000
0.397,0.421,0.167,0.234,1.000
0.525,0.557,0.293,0.296,1.000
0.468,0.754,0.353,0.301,1.000
0.587,0.452,0.265,0.538,1.000
0.530,0.524,0.278,0.324,1.000
0.664,0.435,0.289,0.405,1.000
0.663,0.566,0.375,0.920,1.000
0.243,0.706,0.172,0.320,1.000
0.550,0.389,0.214,0.301,1.000
0.297,0.393,0.117,0.290,1.000
0.428,0.698,0.299,0.538,1.000
0.337,0.418,0.141,0.775,1.000
0.432,0.326,0.141,0.870,1.000
0.347,0.429,0.149,0.484,1.000
0.300,0.593,0.178,0.582,1.000
0.321,0.493,0.158,0.445,1.000
0.660,0.414,0.273,0.444,1.000
0.512,0.686,0.352,0.627,1.000
0.780,0.560,0.437,0.561,1.000
0.593,0.344,0.204,0.671,1.000
0.618,0.502,0.310,0.511,1.000
0.510,0.448,0.229,0.762,1.000
0.608,0.407,0.247,0.298,1.000
0.330,0.350,0.115,0.394,1.000
0.447,0.691,0.309,0.284,1.000
0.501,0.615,0.308,0.627,1.000
0.374,0.465,0.174,0.262,1.000
0.519,0.456,0.236,0.395,1.000
0.416,0.419,0.175,0.610,1.000
0.357,0.245,0.087,0.581,1.000
0.507,0.618,0.313,0.470,1.000
0.787,0.473,0.373,0.541,1.000
0.604,0.358,0.216,0.461,1.000
0.399,0.289,0.115,0.406,1.000
0.391,0.511,0.200,0.450,1.000
0.458,0.615,0.281,0.189,1.000
0.485,0.402,0.195,0.820,1.000
0.625,0.910,0.569,0.585,1.000
0.512,0.517,0.265,0.236,1.000
0.605,0.572,0.346,0.469,1.000
0.607,0.508,0.308,0.533,1.000
0.623,0.425,0.264,0.473,1.000
