4.222,11.051,46.653,0.807,1.000,1.000
7.619,3.749,28.568,7.563,1.000,1.000
7.699,6.121,47.126,2.562,1.000,1.000
4.084,3.863,15.778,2.788,1.000,1.000
1.695,10.073,17.069,2.799,1.000,1.000
6.760,7.223,48.832,0.531,1.000,1.000
5.964,6.870,40.969,0.255,1.000,1.000
31.296,3.285,102.812,0.732,1.000,1.000
1.018,7.014,7.137,1.481,1.000,1.000
3.146,13.415,42.206,0.004,1.000,1.000
8.441,2.980,25.157,0.515,1.000,1.000
4.803,5.667,27.219,5.691,1.000,1.000
3.538,1.421,5.027,2.323,1.000,1.000
6.728,10.901,73.348,0.700,1.000,1.000
10.375,5.746,59.612,2.272,1.000,1.000
10.590,10.987,116.357,6.059,1.000,1.000
0.952,19.658,18.720,0.011,1.000,1.000
6.351,3.399,21.585,4.849,1.000,1.000
2.209,2.623,5.793,0.556,1.000,1.000
2.167,5.266,11.410,0.483,1.000,1.000
5.907,20.161,119.095,0.084,1.000,1.000
5.087,3.231,16.434,0.357,1.000,1.000
3.326,7.073,23.528,1.049,1.000,1.000
1.705,0.546,0.931,0.700,1.000,1.000
5.251,4.604,24.175,5.399,1.000,1.000
9.128,6.802,62.087,0.793,1.000,1.000
4.849,1.111,5.387,5.126,1.000,1.000
10.118,0.815,8.247,5.071,1.000,1.000
4.899,9.663,47.342,0.049,1.000,1.000
4.402,3.728,16.409,7.747,1.000,1.000
11.157,2.052,22.894,9.302,1.000,1.000
12.949,0.859,11.123,5.042,1.000,1.000
4.516,13.025,58.819,1.246,1.000,1.000
3.795,0.561,2.129,9.052,1.000,1.000
6.191,2.749,17.023,7.176,1.000,1.000
17.614,11.799,207.835,0.164,1.000,1.000
4.328,6.793,29.403,1.392,1.000,1.000
4.442,2.047,9.094,2.545,1.000,1.000
9.023,5.318,47.984,0.779,1.000,1.000
7.728,4.307,33.285,0.721,1.000,1.000
4.182,5.532,23.135,1.199,1.000,1.000
5.193,2.756,14.315,0.797,1.000,1.000
6.055,4.802,29.072,2.897,1.000,1.000
9.560,4.530,43.307,5.212,1.000,1.000
0.547,7.630,4.177,4.169,1.000,1.000
6.493,7.763,50.411,5.721,1.000,1.000
5.318,11.380,60.521,0.708,1.000,1.000
3.010,1.166,3.511,4.323,1.000,1.000
1.758,3.120,5.484,3.014,1.000,1.000
10.068,12.537,126.222,0.064,1.000,1.000
4.647,6.264,29.110,0.442,1.000,1.000
10.167,6.076,61.774,0.448,1.000,1.000
13.713,0.233,3.198,0.246,1.000,1.000
1.257,10.164,12.773,0.048,1.000,1.000
2.886,0.601,1.736,0.096,1.000,1.000
5.201,2.013,10.470,0.129,1.000,1.000
7.940,7.362,58.455,3.428,1.000,1.000
4.968,1.068,5.307,2.306,1.000,1.000
3.263,2.215,7.228,1.126,1.000,1.000
2.750,2.362,6.495,4.214,1.000,1.000
2.236,14.910,33.335,2.371,1.000,1.000
7.560,0.966,7.301,0.024,1.000,1.000
2.569,12.078,31.025,0.818,1.000,1.000
2.113,3.085,6.519,2.707,1.000,1.000
4.731,2.713,12.836,3.965,1.000,1.000
2.956,2.684,7.934,3.526,1.000,1.000
5.601,1.941,10.875,5.774,1.000,1.000
5.037,6.956,35.034,0.019,1.000,1.000
4.847,2.881,13.967,3.841,1.000,1.000
12.432,2.284,28.389,1.464,1.000,1.000
3.847,5.708,21.959,3.909,1.000,1.000
1.913,3.570,6.829,7.585,1.000,1.000
8.004,7.434,59.504,4.427,1.000,1.000
0.417,2.462,1.026,0.139,1.000,1.000
9.098,3.048,27.735,6.790,1.000,1.000
2.282,3.615,8.251,3.269,1.000,1.000
0.721,16.101,11.604,0.473,1.000,1.000
2.172,1.819,3.951,0.335,1.000,1.000
4.533,9.696,43.953,2.766,1.000,1.000
1.304,7.843,10.228,0.358,1.000,1.000
6.624,7.115,47.127,7.060,1.000,1.000
4.979,5.144,25.615,1.104,1.000,1.000
5.414,6.728,36.425,3.644,1.000,1.000
8.714,5.358,46.688,0.425,1.000,1.000
5.654,0.203,1.149,2.919,1.000,1.000
1.439,3.809,5.481,4.310,1.000,1.000
6.128,5.443,33.357,1.779,1.000,1.000
15.314,7.893,120.881,4.318,1.000,1.000
0.964,4.600,4.434,8.846,1.000,1.000
12.737,5.923,75.436,1.043,1.000,1.000
4.795,2.447,11.731,0.354,1.000,1.000
13.560,0.924,12.536,0.615,1.000,1.000
0.879,10.780,9.471,1.104,1.000,1.000
6.785,3.578,24.274,1.578,1.000,1.000
13.161,1.255,16.512,2.555,1.000,1.000
9.288,7.279,67.612,1.968,1.000,1.000
3.809,2.472,9.417,8.429,1.000,1.000
9.315,4.211,39.228,1.224,1.000,1.000
1.207,2.313,2.791,0.833,1.000,1.000
1.980,5.923,11.729,0.282,1.000,1.000
1.178,0.620,0.730,1.097,1.000,1.000
2.454,7.383,18.120,3.546,1.000,1.000
7.394,4.279,31.640,2.542,1.000,1.000
4.684,11.046,51.736,4.267,1.000,1.000
5.824,8.881,51.725,4.690,1.000,1.000
2.220,3.309,7.347,2.109,1.000,1.000
1.198,2.040,2.444,0.300,1.000,1.000
5.472,12.906,70.616,0.563,1.000,1.000
10.391,3.383,35.153,0.047,1.000,1.000
0.348,18.082,6.292,3.143,1.000,1.000
1.378,5.104,7.032,0.426,1.000,1.000
3.192,1.541,4.917,0.279,1.000,1.000
9.404,3.162,29.736,0.349,1.000,1.000
3.649,6.499,23.716,3.052,1.000,1.000
1.457,3.935,5.733,2.342,1.000,1.000
2.239,4.499,10.075,3.174,1.000,1.000
13.600,1.144,15.559,0.257,1.000,1.000
3.449,11.001,37.939,3.005,1.000,1.000
2.166,3.415,7.397,10.744,1.000,1.000
6.489,9.347,60.648,0.122,1.000,1.000
5.435,5.459,29.670,16.425,1.000,1.000
0.487,5.205,2.533,2.398,1.000,1.000
3.651,6.401,23.368,3.429,1.000,1.000
6.488,3.258,21.136,0.581,1.000,1.000
3.125,8.283,25.885,4.734,1.000,1.000
4.927,11.375,56.042,2.005,1.000,1.000
1.366,10.740,14.671,1.075,1.000,1.000
10.309,1.125,11.596,0.479,1.000,1.000
3.433,0.515,1.767,1.917,1.000,1.000
1.687,8.678,14.638,0.148,1.000,1.000
1.184,10.916,12.928,2.719,1.000,1.000
1.392,1.948,2.711,2.035,1.000,1.000
7.467,7.156,53.432,3.162,1.000,1.000
6.820,4.747,32.373,7.284,1.000,1.000
8.013,5.539,44.383,2.421,1.000,1.000
2.035,13.992,28.468,3.258,1.000,1.000
9.750,2.463,24.015,2.601,1.000,1.000
7.723,3.012,23.260,4.237,1.000,1.000
1.008,1.870,1.885,0.689,1.000,1.000
0.449,7.177,3.225,0.792,1.000,1.000
15.878,8.380,133.060,0.856,1.000,1.000
7.895,3.005,23.722,3.317,1.000,1.000
0.934,15.223,14.214,0.820,1.000,1.000
1.949,1.361,2.652,0.536,1.000,1.000
6.353,1.758,11.166,0.678,1.000,1.000
6.443,6.859,44.192,6.119,1.000,1.000
9.025,6.432,58.047,1.337,1.000,1.000
3.948,3.946,15.582,3.417,1.000,1.000
8.910,5.921,52.753,1.768,1.000,1.000
15.966,7.974,127.321,2.704,1.000,1.000
7.352,16.238,119.389,0.039,1.000,1.000
7.989,3.030,24.207,1.631,1.000,1.000
10.153,5.574,56.592,0.276,1.000,1.000
5.237,4.948,25.912,0.278,1.000,1.000
8.528,7.709,65.747,0.584,1.000,1.000
1.254,0.715,0.897,9.844,1.000,1.000
7.809,2.505,19.565,2.764,1.000,1.000
2.132,6.349,13.538,1.877,1.000,1.000
14.481,2.105,30.481,0.509,1.000,1.000
7.620,2.395,18.250,0.541,1.000,1.000
