3.918,0.003,0.010,0.063
8.186,9.248,75.706,0.404
8.063,9.906,79.871,0.531
7.227,4.796,34.665,0.954
4.971,2.216,11.017,0.792
5.867,9.856,57.826,0.858
4.451,4.619,20.560,0.917
5.913,6.464,38.220,0.173
3.363,5.877,19.765,0.468
5.074,6.172,31.320,0.876
9.532,2.729,26.010,0.541
4.609,1.637,7.544,0.788
6.153,0.533,3.277,0.203
2.547,5.430,13.829,0.097
4.073,5.490,22.360,0.068
5.650,6.844,38.671,0.662
5.066,3.650,18.492,0.451
9.819,0.301,2.952,0.172
9.082,9.653,87.664,0.120
1.592,5.123,8.154,0.627
2.147,9.250,19.860,0.178
6.341,7.622,48.329,0.704
0.756,8.538,6.457,0.411
1.445,1.630,2.356,0.028
5.013,2.502,12.544,0.134
7.268,1.294,9.404,0.957
0.504,1.003,0.506,0.522
2.180,3.523,7.679,0.530
9.870,1.893,18.682,0.385
7.404,4.684,34.680,0.007
3.022,6.360,19.222,0.134
8.171,7.758,63.391,0.604
0.285,7.273,2.073,0.084
7.135,0.747,5.328,0.127
8.139,8.394,68.314,0.258
6.795,6.656,45.229,0.021
6.142,9.608,59.018,0.281
1.730,7.133,12.340,0.327
9.319,0.040,0.376,0.422
8.883,3.779,33.571,0.229
1.794,7.292,13.082,0.888
7.247,8.769,63.550,0.101
3.492,1.629,5.689,0.530
6.057,5.084,30.796,0.567
4.305,1.733,7.461,0.378
2.179,5.453,11.880,0.365
4.438,3.672,16.297,0.666
1.583,2.264,3.583,0.548
4.127,5.514,22.756,0.198
3.198,6.461,20.663,0.236
6.773,4.165,28.208,0.589
0.894,8.450,7.556,0.742
5.030,1.747,8.790,0.605
0.217,4.080,0.884,0.758
2.585,5.334,13.790,0.897
6.236,1.385,8.635,0.829
2.057,4.209,8.657,0.811
7.657,3.647,27.923,0.992
9.597,9.885,94.867,0.020
9.658,4.856,46.903,0.682
7.712,2.607,20.106,0.977
5.628,4.459,25.094,0.519
7.642,6.765,51.702,0.911
3.000,0.199,0.596,0.847
8.914,1.487,13.259,0.898
8.536,4.032,34.419,0.141
0.173,7.504,1.302,0.995
4.747,4.181,19.848,0.139
8.066,4.313,34.783,0.972
2.710,9.191,24.906,0.354
5.911,9.102,53.799,0.884
5.556,6.688,37.162,0.108
5.806,5.823,33.809,0.062
9.616,8.818,84.793,0.226
3.982,4.989,19.864,0.743
1.073,1.307,1.402,0.486
6.279,7.238,45.451,0.153
3.688,9.016,33.250,0.426
2.621,6.407,16.793,0.423
1.963,7.903,15.518,0.586
0.996,3.308,3.295,0.373
2.449,1.619,3.964,0.547
0.769,0.070,0.054,0.881
0.186,2.222,0.413,0.937
2.833,2.450,6.939,0.993
6.050,6.309,38.173,0.576
1.765,7.007,12.364,0.755
0.146,3.930,0.575,0.516
5.645,3.209,18.115,0.419
8.817,1.745,15.381,0.612
4.013,7.983,32.036,0.324
3.257,7.741,25.216,0.259
1.023,4.028,4.122,0.161
9.769,6.999,68.373,0.360
0.749,0.493,0.369,0.275
1.860,4.091,7.608,0.627
9.073,2.690,24.405,0.303
5.903,8.475,50.028,0.810
7.822,7.217,56.447,0.973
6.901,7.725,53.313,0.352
9.841,9.191,90.448,0.616
2.626,4.074,10.696,0.598
8.201,7.673,62.929,0.076
7.773,6.646,51.658,0.875
7.879,6.149,48.445,0.984
2.160,7.534,16.273,0.311
4.068,6.338,25.783,0.264
2.540,0.930,2.362,0.214
8.282,5.656,46.841,0.816
6.929,9.081,62.919,0.904
8.497,3.239,27.523,0.799
5.499,9.234,50.779,0.784
3.531,0.505,1.784,0.414
3.050,0.989,3.018,0.513
5.198,3.538,18.391,0.000
1.999,1.792,3.582,0.231
9.893,3.120,30.867,0.438
0.325,8.897,2.888,0.629
2.765,8.974,24.811,0.055
7.791,9.671,75.347,0.131
3.755,5.037,18.910,0.250
2.790,8.028,22.396,0.089
7.096,8.316,59.013,0.237
5.916,2.146,12.693,0.189
5.608,6.829,38.297,0.922
9.706,5.145,49.935,0.427
8.472,9.596,81.294,0.885
2.475,1.071,2.651,0.626
1.229,7.572,9.308,0.902
2.875,1.841,5.293,0.615
2.365,0.333,0.788,0.610
9.440,9.336,88.132,0.661
5.085,5.158,26.233,0.524
1.775,1.320,2.344,0.845
7.890,8.409,66.345,0.064
6.155,6.469,39.818,0.663
5.993,0.377,2.257,0.663
9.959,4.148,41.311,0.624
1.383,5.479,7.580,0.274
9.651,6.615,63.841,0.510
6.822,7.601,51.856,0.875
3.148,3.542,11.148,0.095
3.731,5.243,19.561,0.465
4.800,4.304,20.660,0.759
1.429,5.440,7.774,0.286
7.177,8.648,62.064,0.415
0.227,1.449,0.329,0.785
5.076,4.656,23.635,0.472
9.621,0.490,4.718,0.584
0.601,2.710,1.629,0.744
3.703,3.938,14.583,0.882
7.062,6.102,43.093,0.480
0.157,1.344,0.211,0.825
2.236,5.603,12.528,0.025
3.029,7.994,24.218,0.191
3.014,2.104,6.341,0.153
5.877,1.522,8.946,0.603
2.368,6.479,15.342,0.906
6.059,9.232,55.937,0.291
5.689,8.710,49.554,0.291
5.851,3.161,18.494,0.329
8.789,3.336,29.322,0.895
1.746,0.133,0.233,0.262
6.915,7.099,49.095,0.602
8.863,4.181,37.055,0.842
5.874,8.835,51.900,0.989
0.414,0.109,0.045,0.588
9.309,1.729,16.096,0.804
