0.722,0.552,0.399,0.773,1.000,1.000
0.490,0.441,0.216,0.176,1.000,1.000
0.587,0.598,0.351,0.535,1.000,1.000
0.604,0.272,0.164,0.653,1.000,1.000
0.445,0.388,0.173,0.396,1.000,1.000
0.443,0.446,0.198,1.060,1.000,1.000
0.394,0.456,0.180,0.685,1.000,1.000
0.518,0.698,0.361,0.138,1.000,1.000
0.665,0.438,0.292,0.623,1.000,1.000
0.643,0.290,0.187,0.434,1.000,1.000
0.513,0.436,0.224,0.754,1.000,1.000
0.592,0.697,0.413,0.254,1.000,1.000
0.531,0.605,0.321,0.300,1.000,1.000
0.272,0.328,0.089,0.417,1.000,1.000
0.487,0.507,0.247,0.413,1.000,1.000
0.618,0.490,0.303,0.302,1.000,1.000
0.447,0.569,0.254,0.515,1.000,1.000
0.338,0.606,0.205,0.427,1.000,1.000
0.497,0.641,0.318,0.418,1.000,1.000
0.422,0.428,0.181,0.291,1.000,1.000
0.739,0.428,0.316,0.588,1.000,1.000
0.265,0.565,0.150,0.585,1.000,1.000
0.401,0.487,0.195,0.379,1.000,1.000
0.699,0.336,0.235,0.587,1.000,1.000
0.320,0.456,0.146,0.392,1.000,1.000
0.492,0.383,0.189,0.497,1.000,1.000
0.552,0.607,0.335,0.465,1.000,1.000
0.320,0.597,0.191,0.365,1.000,1.000
0.538,0.548,0.294,0.618,1.000,1.000
0.435,0.518,0.226,0.825,1.000,1.000
0.446,0.456,0.204,0.610,1.000,1.000
0.525,0.496,0.260,0.452,1.000,1.000
0.631,0.477,0.301,0.722,1.000,1.000
0.749,0.306,0.229,0.336,1.000,1.000
0.416,0.547,0.228,0.579,1.000,1.000
0.771,0.554,0.427,0.541,1.000,1.000
0.531,0.630,0.334,0.835,1.000,1.000
0.673,0.272,0.183,0.553,1.000,1.000
0.886,0.655,0.580,0.553,1.000,1.000
0.651,0.326,0.212,0.547,1.000,1.000
0.760,0.473,0.359,0.791,1.000,1.000
0.547,0.403,0.221,0.393,1.000,1.000
0.255,0.409,0.104,0.614,1.000,1.000
0.566,0.690,0.391,0.590,1.000,1.000
0.450,0.632,0.285,0.312,1.000,1.000
0.473,0.231,0.109,0.424,1.000,1.000
0.461,0.655,0.302,0.531,1.000,1.000
0.419,0.239,0.100,0.538,1.000,1.000
0.487,0.563,0.274,0.439,1.000,1.000
0.560,0.711,0.398,0.343,1.000,1.000
0.447,0.547,0.245,0.502,1.000,1.000
0.737,0.643,0.474,0.519,1.000,1.000
0.302,0.435,0.131,0.494,1.000,1.000
0.404,0.548,0.221,0.436,1.000,1.000
0.404,0.413,0.167,0.254,1.000,1.000
0.548,0.719,0.394,0.710,1.000,1.000
0.554,0.544,0.302,0.288,1.000,1.000
0.590,0.465,0.274,0.732,1.000,1.000
0.280,0.525,0.147,0.722,1.000,1.000
0.682,0.497,0.339,0.442,1.000,1.000
0.528,0.650,0.343,0.725,1.000,1.000
0.564,0.498,0.281,0.571,1.000,1.000
0.848,0.534,0.453,0.810,1.000,1.000
0.469,0.357,0.167,0.406,1.000,1.000
0.357,0.540,0.193,0.508,1.000,1.000
0.686,0.591,0.405,0.411,1.000,1.000
0.696,0.264,0.184,0.365,1.000,1.000
0.460,0.419,0.193,0.417,1.000,1.000
0.487,0.461,0.224,0.401,1.000,1.000
0.651,0.566,0.369,0.521,1.000,1.000
0.382,0.594,0.227,0.584,1.000,1.000
0.692,0.335,0.232,0.845,1.000,1.000
0.353,0.597,0.211,0.272,1.000,1.000
0.287,0.480,0.138,0.511,1.000,1.000
0.582,0.408,0.238,0.280,1.000,1.000
0.417,0.551,0.230,0.132,1.000,1.000
0.310,0.687,0.213,0.332,1.000,1.000
0.458,0.711,0.325,0.380,1.000,1.000
0.448,0.589,0.264,0.667,1.000,1.000
0.721,0.375,0.270,0.596,1.000,1.000
0.429,0.590,0.253,0.115,1.000,1.000
0.493,0.666,0.328,0.284,1.000,1.000
0.592,0.362,0.214,0.466,1.000,1.000
0.200,0.611,0.123,0.461,1.000,1.000
0.608,0.398,0.242,0.639,1.000,1.000
0.469,0.445,0.209,0.663,1.000,1.000
0.663,0.387,0.257,0.228,1.000,1.000
0.593,0.504,0.299,0.432,1.000,1.000
0.426,0.578,0.246,0.825,1.000,1.000
0.475,0.521,0.247,0.421,1.000,1.000
0.625,0.421,0.263,0.441,1.000,1.000
0.607,0.413,0.251,0.115,1.000,1.000
0.487,0.665,0.323,0.288,1.000,1.000
0.409,0.201,0.082,0.350,1.000,1.000
0.388,0.436,0.169,0.726,1.000,1.000
0.375,0.421,0.158,0.382,1.000,1.000
0.615,0.575,0.354,0.475,1.000,1.000
0.578,0.349,0.202,0.485,1.000,1.000
0.432,0.419,0.181,0.483,1.000,1.000
0.373,0.519,0.194,0.443,1.000,1.000
0.515,0.217,0.112,0.306,1.000,1.000
0.502,0.469,0.235,0.489,1.000,1.000
0.399,0.567,0.226,0.589,1.000,1.000
0.544,0.260,0.141,0.338,1.000,1.000
